pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature
gj 176 c,,,28.586,0.02,GJ 176,0.49,0.53,,9.42,70.7333333,18.9580556,2019,Radial Velocity,
gj 179 b,,,2288.0,0.21,GJ 179,0.357,0.38,3370.0,12.3,73.025,6.4766667,2010,Radial Velocity,
gj 179 c,,,3.4798,0.04,GJ 179,0.357,0.38,3370.0,12.3,73.025,6.4766667,2019,Radial Velocity,
gj 180 b,,,17.132,0.02,GJ 180,0.43,,3371.0,,73.4582490167,-17.7734139096,2014,Radial Velocity,
gj 180 c,,,24.329,0.09,GJ 180,0.43,,3371.0,,73.4582490167,-17.7734139096,2014,Radial Velocity,
gj 180 d,,,106.341,0.16,GJ 180,0.43,,3371.0,,73.4582490167,-17.7734139096,2020,Radial Velocity,
gj 2030 ab,,,,0.246,GJ 2030 A,0.96,2.24,5485.0,37.0788,50.82375,-7.793565,2022,Radial Velocity,
gj 2030 ac,,12.934,25635.0,0.045,GJ 2030 A,0.96,2.24,5485.0,37.0788,50.82375,-7.793565,2022,Astrometry,
gj 2056 b,,,69.971,0.72,GJ 2056,0.62,0.7497,4002.0,28.443,108.020833335,-24.891944469,2020,Radial Velocity,
gj 2056 c,,,2982.394,0.81,GJ 2056,0.62,0.7497,4002.0,28.443,108.020833335,-24.891944469,2020,Radial Velocity,
gj 2126 b,,,272.7,0.85,GJ 2126,0.65,0.728,4159.0,38.13,257.360671,-35.391731,2025,Radial Velocity,
gj 229 c,,,523.242,0.17,GJ 229,0.544,0.548,3564.0,5.75624,92.6442305532,-21.8646421676,2014,Radial Velocity,
gj 229 d,,,122.005,0.29,GJ 229,0.544,0.548,3564.0,5.75624,92.6442305532,-21.8646421676,2020,Radial Velocity,
gj 238 b,0.0505,,1.7446999,,GJ 238,0.42,0.566,3485.0,15.216,98.45458333333332,-58.52491666666667,2024,Primary Transit,
gj 251 b,,,14.238,0.1,GJ 251,0.36,0.364,3451.0,6.581,103.700000016,33.266388907,2017,Radial Velocity,
gj 27.1 b,,,15.819,0.08,GJ 27.1,0.53,,3542.0,,9.995098280359528,-44.2532158937077,2014,Radial Velocity,
gj 3021 ab,,,133.71,0.51,GJ 3021 A,0.9,0.9,5540.0,17.62,4.05,-79.8511111,2000,Radial Velocity,
gj 3082 b,,,11.942,0.26,GJ 3082,0.47,,,16.63,18.641666678,-53.942222248,2020,Radial Velocity,
gj 3090 b,0.19,0.01051,2.8531054,0.18,GJ 3090,0.519,0.516,3556.0,22.444,20.437500015,-46.71444447,2022,Primary Transit,
gj 3138 b,,,5.974,0.11,GJ 3138,0.681,0.5,3717.0,,32.2954166703,-16.339583345,2017,Radial Velocity,
gj 3138 c,,,1.22003,0.19,GJ 3138,0.681,0.5,3717.0,,32.2954166703,-16.339583345,2017,Radial Velocity,
gj 3138 d,,,257.8,0.32,GJ 3138,0.681,0.5,3717.0,,32.2954166703,-16.339583345,2017,Radial Velocity,
gj 317 b,,2.1,695.69,0.0826,GJ 317,0.42,,3510.0,15.1,130.2458333,-23.4563889,2007,Radial Velocity,
gj 317 c,,1.9,6500.0,0.217,GJ 317,0.42,,3510.0,15.1,130.2458333,-23.4563889,2007,Radial Velocity,
gj 3222 ab,,,10.7,0.913,GJ 3222 A,0.86,,5257.46,17.692,50.89689779001,-40.07637907303,2022,Radial Velocity,
gj 328 b,,,4100.0,0.37,GJ 328,0.69,,3900.0,19.8,133.7833,1.54901111,2013,Radial Velocity,
gj 328 c,,,241.8,,GJ 328,0.69,,3900.0,19.8,133.7833,1.54901111,2023,Radial Velocity,
gj 3293 b,,,30.5987,0.06,GJ 3293,0.42,0.404,3466.0,17.9,67.150000012,-25.169166672,2014,Radial Velocity,
gj 3293 c,,,122.6196,0.11,GJ 3293,0.42,0.404,3466.0,17.9,67.150000012,-25.169166672,2014,Radial Velocity,
gj 3293 d,,,48.1345,0.12,GJ 3293,0.42,0.404,3466.0,17.9,67.150000012,-25.169166672,2014,Radial Velocity,
gj 3293 e,,,13.2543,0.21,GJ 3293,0.42,0.404,3466.0,17.9,67.150000012,-25.169166672,2017,Radial Velocity,
gj 3323 b,,,5.3636,0.23,GJ 3323,0.164,0.119,3159.0,,75.4895833525,-6.9460833622,2017,Radial Velocity,
gj 3323 c,,,40.54,0.17,GJ 3323,0.164,0.119,3159.0,,75.4895833525,-6.9460833622,2017,Radial Velocity,
gj 3341 b,,,14.207,0.31,GJ 3341,0.47,0.349,3526.0,23.1,78.945833349,-31.296111127,2014,Radial Velocity,
gj 338 bb,,,24.435,0.097,GJ 338 B,0.64,0.58,4005.0,6.334,138.602833342,52.6863611272,2020,Radial Velocity,
gj 341 b,0.0821,0.00227,7.576863,,GJ 341,0.522,0.525,3745.0,10.454,140.40833333333333,-60.28194444444444,2023,Primary Transit,
gj 3470 b,0.38826,0.0437,3.336649,0.019,GJ 3470,0.51,0.48,3652.0,30.7,119.775,15.3916667,2012,Primary Transit,
gj 3473 ab,0.11277,0.00585,1.1980035,0.0,GJ 3473 A,0.36,0.364,3347.0,27.39,120.595833341,3.3388889,2020,Primary Transit,
gj 3473 ac,,,15.509,0.0,GJ 3473 A,0.36,0.364,3347.0,27.39,120.595833341,3.3388889,2020,Radial Velocity,
gj 3512 b,,0.78,203.109,0.4279,GJ 3512,0.123,0.139,3081.0,9.489,130.33333334,59.497222243,2019,Radial Velocity,
gj 3512 c,,0.77,2354.0,0.089,GJ 3512,0.123,0.139,3081.0,9.489,130.33333334,59.497222243,2019,Radial Velocity,
gj 357 b,0.10411,0.006566,3.93086,0.047,GJ 357,0.342,0.337,3505.0,9.444,144.006821883,-21.6607995444,2019,Primary Transit,
gj 357 c,,,9.1246,0.072,GJ 357,0.342,0.337,3505.0,9.444,144.006821883,-21.6607995444,2019,Radial Velocity,
gj 357 d,,,55.698,0.033,GJ 357,0.342,0.337,3505.0,9.444,144.006821883,-21.6607995444,2019,Radial Velocity,
gj 3634 b,,0.026,2.64561,0.08,GJ 3634,0.453,0.456,3517.0,20.3779,164.6458333,-31.1441667,2011,Radial Velocity,
gj 367  b,0.0526,0.001718,0.3219225,0.1,GJ 367,0.454,0.457,3522.0,9.41,146.12500001,-45.776388912,2021,Primary Transit,
gj 367 c,,,11.53,0.09,GJ 367,0.454,0.457,3522.0,9.41,146.12500001,-45.776388912,2023,Radial Velocity,
gj 367 d,,,34.369,0.14,GJ 367,0.454,0.457,3522.0,9.41,146.12500001,-45.776388912,2023,Radial Velocity,
gj 3779 b,,,3.0232,0.07,GJ 3779,0.27,0.281,3324.0,13.748,200.737500019,24.46750001,2018,Radial Velocity,
gj 3929 b,0.1026,0.00381,2.6162745,,GJ 3929,0.309,0.35,3369.0,15.83,239.579166673,35.40666668,2022,Primary Transit,
gj 3929 c,,,14.303,,GJ 3929,0.309,0.35,3369.0,15.83,239.579166673,35.40666668,2022,Radial Velocity,
gj 393 b,,,7.02679,,GJ 393,0.426,0.426,3579.0,7.0375,157.229166685,0.837777798,2021,Radial Velocity,
gj 3942 b,,,6.905,0.121,GJ 3942,0.63,0.61,3867.0,16.93,242.262500001,52.943888916,2017,Radial Velocity,
gj 3988 b,,,6.9442,0.0,GJ 3988,0.1842,0.19734,3273.0,9.9081,255.850000008,51.406388902,2023,Radial Velocity,
gj 3998 b,,,2.65033,0.0,GJ 3998,0.5,0.49,3722.0,17.8,259.004166667,11.058333341,2016,Radial Velocity,
gj 3998 c,,,13.73,0.049,GJ 3998,0.5,0.49,3722.0,17.8,259.004166667,11.058333341,2016,Radial Velocity,
gj 3998 d,,,41.78,0.0,GJ 3998,0.5,0.49,3722.0,17.8,259.004166667,11.058333341,2025,Radial Velocity,
gj 414 ab,0.2632,,50.817,0.48,GJ 414 A,0.65,0.68,4120.0,11.893,167.770833335,30.44611113,2020,Radial Velocity,
gj 414 ac,0.7833,,748.3,0.093,GJ 414 A,0.65,0.68,4120.0,11.893,167.770833335,30.44611113,2020,Radial Velocity,
gj 4274 b,,,69.525,0.01,GJ 4274,,,,7.235,335.779125,-17.60731388888889,2025,Radial Velocity,
gj 4274 c,,,1.6339,0.003,GJ 4274,,,,7.235,335.779125,-17.60731388888889,2025,Radial Velocity,
gj 4276 b,,,13.35,0.043,GJ 4276,0.406,0.407,3387.0,21.35,336.320833339,59.412500018,2018,Radial Velocity,
gj 4276 c,,,6.675,0.07,GJ 4276,0.406,0.407,3387.0,21.35,336.320833339,59.412500018,2018,Radial Velocity,
gj 433 b,,,7.3708,0.02,GJ 433,0.48,,3600.0,9.04,173.8625,-32.54,2009,Radial Velocity,
gj 433 c,,,4874.0,0.21,GJ 433,0.48,,3600.0,9.04,173.8625,-32.54,2012,Radial Velocity,
gj 433 d,,,36.052,0.03,GJ 433,0.48,,3600.0,9.04,173.8625,-32.54,2020,Radial Velocity,
gj 436 b,0.32519,0.05836,2.64394,0.1912,GJ 436,0.452,0.464,3684.0,10.2,175.5458333,26.7063889,2004,Radial Velocity,
gj 463 b,,3.6,3459.0,0.146,GJ 463,0.49,0.49,3540.0,18.365,185.75,64.030833345,2022,"Radial Velocity, Astrometry",
gj 480 b,,,9.5536,0.1,GJ 480,0.453,0.456,3381.0,14.236,189.716666684,11.696111135,2020,Radial Velocity,
gj 480 c,,,6.4349,,GJ 480,0.453,0.456,3381.0,14.236,189.716666684,11.696111135,2025,Radial Velocity,
gj 486 b,0.11643,0.00887,1.467119,0.05,GJ 486,0.323,0.328,3340.0,8.0761,191.987500019,9.751388905,2021,Primary Transit,
gj 504  b,0.96,4.0,,,GJ 504,1.22,,6291.0,17.56,199.1958,9.4242,2013,Imaging,
gj 508.2 b,,6.0,5300.0,0.27,GJ 508.2,0.54,0.53,3720.0,16.6585,200.241875,34.27894444444444,2025,Radial Velocity,
gj 523 b,0.2275,0.0739,17.74574,0.14,GJ 523,0.781,0.702,4660.0,26.613,205.84664812,39.24877821,2026,Primary Transit,
gj 536 b,,,8.7076,0.08,GJ 536,0.52,0.5,3685.0,10.03,210.262500001,-2.655000017,2016,Radial Velocity,
gj 536 c,,,32.761,0.0,GJ 536,0.52,0.5,3685.0,10.03,210.262500001,-2.655000017,2025,Radial Velocity,
gj 581 b,,0.0645,5.368,0.022,GJ 581,0.31,0.3,3498.0,6.21,229.8583333,-7.7222222,2005,Radial Velocity,
gj 581 c,,0.02143,12.919,0.087,GJ 581,0.31,0.3,3498.0,6.21,229.8583333,-7.7222222,2007,Radial Velocity,
gj 581 e,,0.0078,3.153,0.125,GJ 581,0.31,0.3,3498.0,6.21,229.8583333,-7.7222222,2009,Radial Velocity,
gj 625 b,,,14.6288,0.13,GJ 625,0.3,0.31,3499.0,6.49,246.354166675,54.303333342,2017,Radial Velocity,
gj 649 b,,,598.3,0.3,GJ 649,0.54,,3700.0,10.34,254.5375,25.7441667,2009,Radial Velocity,
gj 649 c,,,4.4762,0.2,GJ 649,0.54,,3700.0,10.34,254.5375,25.7441667,2013,Radial Velocity,
gj 667 cb,,,7.2004,0.13,GJ 667 C,0.33,,3600.0,6.84,259.7375,-34.9897222,2009,Radial Velocity,
gj 667 cc,,,28.14,0.02,GJ 667 C,0.33,,3600.0,6.84,259.7375,-34.9897222,2011,Radial Velocity,
gj 667 ce,,,62.24,0.02,GJ 667 C,0.33,,3600.0,6.84,259.7375,-34.9897222,2013,Radial Velocity,
gj 667 cf,,,39.026,0.03,GJ 667 C,0.33,,3600.0,6.84,259.7375,-34.9897222,2013,Radial Velocity,
gj 667 cg,,,256.2,0.08,GJ 667 C,0.33,,3600.0,6.84,259.7375,-34.9897222,2013,Radial Velocity,
gj 674 b,1.13,,4.6944,0.07,GJ 674,0.35,,3600.0,4.54,262.1666667,-46.8952778,2007,Radial Velocity,
gj 676 ab,,5.792,1051.4,0.319,GJ 676 A,0.71,,,16.45,262.5458333,-51.6369444,2009,"Radial Velocity, Astrometry",
gj 676 ad,,,3.6,0.15,GJ 676 A,0.71,,,16.45,262.5458333,-51.6369444,2012,Radial Velocity,
gj 676 ae,,,35.37,0.24,GJ 676 A,0.71,,,16.45,262.5458333,-51.6369444,2012,Radial Velocity,
gj 682 b,,,17.478,0.08,GJ 682,0.27,,3028.0,,264.265272737336,-44.31921292308478,2014,Radial Velocity,
gj 682 c,,,57.32,0.1,GJ 682,0.27,,3028.0,,264.265272737336,-44.31921292308478,2014,Radial Velocity,
gj 685 b,,,24.16,,GJ 685,0.55,0.54,3816.0,14.42,263.895833345,61.679444468,2019,Radial Velocity,
gj 687 b,,,38.142,0.17,GJ 687,0.413,0.4183,3413.0,4.5,264.108333342,68.339166678,2014,Radial Velocity,
gj 687 c,,,727.562,0.4,GJ 687,0.413,0.4183,3413.0,4.5,264.108333342,68.339166678,2020,Radial Velocity,
gj 720 ab,,,19.47,0.1,GJ 720 A,0.57,0.56,3837.0,15.557,278.829166673,45.74555558,2021,Radial Velocity,
gj 724 b,,,5.101284,0.577,GJ 724,0.5271,0.52226,3799.0,16.9949,280.237500019,-13.37972224,2023,Radial Velocity,
gj 740 b,,,2.37756,0.24,GJ 740,,,,11.1017,284.5,5.90805558,2021,Radial Velocity,
gj 752 ab,,,105.9,0.16,GJ 752 A,0.45,0.453,3557.0,5.9116,289.230235539,5.16889968738,2018,Radial Velocity,
gj 777 ab,,1.68,2889.7,0.3342,GJ 777 A,0.98,1.168,5549.0,16.0069,300.9041667,29.8966667,2003,"Radial Velocity, Astrometry",
gj 777 ac,,0.082,17.11625,0.163,GJ 777 A,0.98,1.168,5549.0,16.0069,300.9041667,29.8966667,2005,Radial Velocity,
gj 777 ad,0.18,0.0362,88.69,0.058,GJ 777 A,0.98,1.168,5549.0,16.0069,300.9041667,29.8966667,2020,Radial Velocity,
gj 785 b,,,74.72,0.13,GJ 785,0.78,0.68,5144.0,8.911,303.8208333,-27.0330556,2010,Radial Velocity,
gj 785 c,,,525.8,0.32,GJ 785,0.78,0.68,5144.0,8.911,303.8208333,-27.0330556,2011,Radial Velocity,
gj 7 b,0.1213,0.00997,10.215213,0.15,GJ 7,0.467,0.44,3650.0,27.726,2.2681666666666667,-27.12213333333333,2023,Primary Transit,
gj 832 b,,1.039,3792.35,0.021,GJ 832,0.437,0.441,3539.0,4.964,323.3916667,-49.0088889,2008,"Radial Velocity, Astrometry",
gj 849 b,,,1914.0,0.012,GJ 849,0.49,0.52,,9.1,332.4167,-4.6408,2006,Radial Velocity,
gj 849 c,,,7049.0,0.218,GJ 849,0.49,0.52,,9.1,332.4167,-4.6408,2013,Radial Velocity,
gj 86 ab,,,15.78,0.046,GJ 86 A,0.88,0.7905,5188.5,10.7836,32.6080593836,-50.8237272164,2000,Radial Velocity,
gj 876 b,,2.46,61.03474,0.002,GJ 876,0.334,0.36,3350.0,4.7,343.3041667,-14.2536111,2000,Radial Velocity,
gj 876 c,,0.81,30.126,0.25,GJ 876,0.334,0.36,3350.0,4.7,343.3041667,-14.2536111,2000,Radial Velocity,
gj 876 d,,0.021,1.938,0.082,GJ 876,0.334,0.36,3350.0,4.7,343.3041667,-14.2536111,2005,Radial Velocity,
gj 876 e,,0.04855,124.4,0.04,GJ 876,0.334,0.36,3350.0,4.7,343.3041667,-14.2536111,2010,Radial Velocity,
gj 887 b,,,9.2619,0.14,GJ 887,0.495,0.468,3688.0,3.2871,346.466666684,-35.853055575,2020,Radial Velocity,
gj 887 c,,,21.784,0.17,GJ 887,0.495,0.468,3688.0,3.2871,346.466666684,-35.853055575,2020,Radial Velocity,
gj 887 d,,,50.77,,GJ 887,0.495,0.468,3688.0,3.2871,346.466666684,-35.853055575,2026,Radial Velocity,
gj 887 e,,,4.4249,,GJ 887,0.495,0.468,3688.0,3.2871,346.466666684,-35.853055575,2026,Radial Velocity,
gj 896 ab,,2.26,284.39,0.35,GJ 896 A,0.43589,,,6.2565,352.966666684,19.937222244,2022,Astrometry,
gj 900 (abc)b,,11.0,,,GJ 900,0.675,0.716,,20.8065,353.751125,1.605397222222222,2024,Imaging,
gj 9066 c,,,772.05,0.49,GJ 9066,0.15,0.164,3154.0,4.4716,30.0539846702884,13.0519446051226,2020,Radial Velocity,
gj 9404 b,,,13.4586,0.49,GJ 9404,0.609,0.626,3861.0,23.884,184.850000008,28.38250002,2022,Radial Velocity,
gj 9689 b,,,18.27,0.29,GJ 9689,0.59,0.57,3836.0,30.686,303.466666684,13.388888901,2021,Radial Velocity,
gj 9714 ab,,9.403,19240.8,0.155,GJ 9714 A,0.67,0.662,4263.0,20.5121,315.41291919719,-32.52447741471,2022,"Radial Velocity, Astrometry",
gj 9773 b,,1.43,2965.0,0.218,GJ 9773,0.358,0.362,3528.0,15.9037,333.14975,8.553222222222223,2025,Radial Velocity,
gj 9827 b,0.13641,0.01532,1.2089765,0.0,GJ 9827,0.659,0.651,4255.0,30.3,351.7701570465038,-1.2862729671933673,2017,Primary Transit,
gj 9827 c,0.107,0.00604,3.648086,,GJ 9827,0.659,0.651,4255.0,30.3,351.7701570465038,-1.2862729671933673,2017,Primary Transit,
gj 9827 d,0.17441,0.01076,6.20183,0.0,GJ 9827,0.659,0.651,4255.0,30.3,351.7701570465038,-1.2862729671933673,2017,Primary Transit,
gl 378 b,,,3.822,0.109,Gl 378,0.56,0.56,3879.0,14.96,150.591666674,48.072222228,2019,Radial Velocity,
gl 410 b,,,6.019,,Gl 410,0.55,0.543,3842.0,11.9327,165.65975,21.96713888888889,2025,Radial Velocity,
gl 514 b,,,140.43,0.45,Gl 514,0.51,0.5,3714.0,7.618,202.5,10.377222238,2022,Radial Velocity,
gl 686 b,,,15.53,0.0,Gl 686,0.42,0.42,3663.0,8.1593,264.470833351,18.589166683,2019,Radial Velocity,
gl 725 ab,,,11.2202,0.2,Gl 725 A,0.33,0.351,3433.0,3.5214,280.69458333333336,59.63038888888889,2024,Radial Velocity,
gl 725 bc,,,37.9,,Gl 725 B,0.25,0.28,3739.0,3.5214,280.6953944644875,59.62686698928139,2025,Radial Velocity,
gliese 12 b,0.08065,0.00223,12.761416,0.16,Gliese 12,0.241,0.269,3253.0,12.162,3.955,13.556194444444444,2024,Primary Transit,
gliese 49 ab,,,13.8508,0.363,Gliese 49,0.515,0.511,3805.0,9.856,15.670833347,62.345555572,2019,Radial Velocity,
gu psc b,1.35,11.0,,,GU Psc,0.35,,,48.0,18.145833345,17.065555569,2014,Imaging,
hat-p-10 ab,1.045,0.46,3.722469,0.0,HAT-P-10 A,0.82,0.81,4980.0,125.0,47.3708333,30.6736111,2008,Primary Transit,
hat-p-11 b,0.389,0.0736,4.887802443,0.265,HAT-P-11,0.809,0.683,4780.0,37.89,297.7083333,48.0808333,2009,Primary Transit,
hat-p-11 c,,3.06,3299.0,0.617,HAT-P-11,0.809,0.683,4780.0,37.89,297.7083333,48.0808333,2018,Radial Velocity,
hat-p-12 b,0.949,0.210489884529,3.2130598,0.0,HAT-P-12,0.73,0.7,4650.0,142.5,209.3916667,43.4936111,2009,Primary Transit,
hat-p-13 b,1.44,0.9,2.916415,0.0142,HAT-P-13,1.22,1.56,5638.0,214.0,129.8833333,47.3519444,2009,Primary Transit,
hat-p-14 ab,1.01,2.444,4.627686,0.095,HAT-P-14 A,1.386,1.468,6600.0,205.0,260.1166667,38.2422222,2010,Primary Transit,
hat-p-15 b,1.072,1.946,10.863502,0.19,HAT-P-15,1.013,1.08,5568.0,190.0,66.25,39.4605556,2010,Primary Transit,
hat-p-16 ab,1.289,4.193,2.77596,0.036,HAT-P-16 A,1.218,1.237,6158.0,235.0,9.575,42.4630556,2010,Primary Transit,
hat-p-17 b,0.98,0.571,10.3385308,0.346,HAT-P-17,0.857,0.837,5246.0,90.0,324.5375,30.4886111,2010,Primary Transit,
hat-p-17 c,,,1798.0,0.1,HAT-P-17,0.857,0.837,5246.0,90.0,324.5375,30.4886111,2010,Radial Velocity,
hat-p-18 ab,0.947,0.183,5.508029,0.106,HAT-P-18 A,0.77,0.717,4870.0,166.0,256.35,33.0125,2010,Primary Transit,
hat-p-19 b,1.132,0.292,4.008784,0.067,HAT-P-19,0.842,0.82,4990.0,215.0,9.5166667,34.7116667,2010,Primary Transit,
hat-p-1 bb,1.319,0.525,4.46529976,0.067,HAT-P-1 B,1.151,1.174,5980.0,139.0,344.4458333,38.675,2006,Primary Transit,
hat-p-20 ab,0.867,7.246,2.875317,0.015,HAT-P-20 A,0.756,0.694,4595.0,70.0,111.9166667,24.3363889,2010,Primary Transit,
hat-p-21 b,1.024,4.063,4.124461,0.228,HAT-P-21,0.947,1.105,5588.0,254.0,171.275,41.0280556,2010,Primary Transit,
hat-p-22 ab,1.08,2.147,3.21222,0.016,HAT-P-22 A,0.916,1.04,5302.0,82.0,155.6833333,50.1283333,2010,Primary Transit,
hat-p-23 ab,1.368,2.09,1.212884,0.106,HAT-P-23 A,1.13,1.29,5924.0,393.0,306.125,16.7622222,2010,Primary Transit,
hat-p-24 ab,1.242,0.685,3.35524,0.067,HAT-P-24 A,1.191,1.317,6373.0,405.0,108.825,14.2622222,2010,Primary Transit,
hat-p-25 b,1.19,0.567,3.652836,0.032,HAT-P-25,1.01,0.959,5500.0,297.0,48.4375,25.1975,2010,Primary Transit,
hat-p-26 b,0.57,0.0585,4.234502,0.124,HAT-P-26,0.816,0.788,5079.0,134.0,213.156404179,4.06003612014,2010,Primary Transit,
hat-p-26 d,0.1758,,6.594,,HAT-P-26,0.816,0.788,5079.0,134.0,213.156404179,4.06003612014,2024,Primary Transit,
hat-p-27 ab,1.055,0.66,3.0395803,0.078,HAT-P-27 A,0.945,0.898,5300.0,204.0,222.7666667,5.9472222,2011,Primary Transit,
hat-p-27 ac,0.3863,,1.1994,,HAT-P-27 A,0.945,0.898,5300.0,204.0,222.7666667,5.9472222,2024,Primary Transit,
hat-p-28 b,1.212,0.626,3.257215,0.051,HAT-P-28,1.025,1.103,5680.0,395.0,13.0,34.7283333,2011,Primary Transit,
hat-p-29 b,1.107,0.778,5.723186,0.095,HAT-P-29,1.207,1.224,6087.0,322.0,33.1291667,51.7788889,2011,Primary Transit,
hat-p-2 b,0.951,8.74,5.6334729,0.5171,HAT-P-2,1.34,1.54,6414.0,118.0,245.15,41.0480556,2007,Primary Transit,
hat-p-2 c,,,8500.0,0.37,HAT-P-2,1.34,1.54,6414.0,118.0,245.15,41.0480556,2013,Radial Velocity,
hat-p-30 ab,1.41,0.723,2.81060078,0.035,HAT-P-30 A,1.18,1.33,6250.0,193.0,123.95,5.8366667,2011,Primary Transit,
hat-p-31 b,1.07,2.171,5.005425,0.245,HAT-P-31,1.218,1.36,6065.0,354.0,271.5375,26.4266667,2011,Primary Transit,
hat-p-32 ab,1.789,0.75,2.15000825,0.044,HAT-P-32 A,1.176,1.387,6001.0,320.0,31.04166667,46.6877778,2011,Primary Transit,
hat-p-33 ab,1.827,0.763,3.474474,0.148,HAT-P-33 A,1.403,1.777,6401.0,419.0,113.1833333,33.835,2011,Primary Transit,
hat-p-34 b,1.142,3.64,5.4526482,0.441,HAT-P-34,1.36,1.45,6509.0,257.0,303.1958333,18.105,2012,Primary Transit,
hat-p-35 ab,1.332,1.054,3.646706,0.025,HAT-P-35 A,1.236,1.435,6096.0,535.0,123.25,4.7869444,2012,Primary Transit,
hat-p-36 b,1.264,1.832,1.327347,0.063,HAT-P-36,1.022,1.096,5580.0,317.0,188.2625,44.9152778,2012,Primary Transit,
hat-p-37 b,1.178,1.169,2.797436,0.058,HAT-P-37,0.929,0.877,5500.0,411.0,284.2958333,51.2691667,2012,Primary Transit,
hat-p-38 b,0.825,0.267,4.640382,0.067,HAT-P-38,0.886,0.923,5330.0,249.0,35.3830000106,32.2463333484,2012,Primary Transit,
hat-p-39 ab,1.571,0.599,3.54387,,HAT-P-39 A,1.404,1.625,6430.0,642.0,113.7583,17.83,2012,Primary Transit,
hat-p-3 ab,0.827,0.591,2.899703,0.0,HAT-P-3 A,0.917,0.799,5224.0,130.0,206.0958333,48.0286111,2007,Primary Transit,
hat-p-40 b,1.73,0.615,4.457243,,HAT-P-40,1.512,2.206,6080.0,501.0,335.5125,45.4575,2012,Primary Transit,
hat-p-41 ab,1.685,0.8,2.694047,,HAT-P-41 A,1.32,1.65,6479.0,348.185,297.3208,4.6725,2012,Primary Transit,
hat-p-42 b,1.277,0.975,4.641876,0.0,HAT-P-42,1.179,1.528,5743.0,447.0,135.3458,6.0972,2012,Primary Transit,
hat-p-43 b,1.283,0.66,3.332688,0.0,HAT-P-43,1.048,1.104,5645.0,543.0,128.925,10.2067,2012,Primary Transit,
hat-p-44 bb,1.28,0.392,4.301217,0.072,HAT-P-44 B,0.939,0.979,5295.0,374.0,213.1458,47.0147,2013,Primary Transit,
hat-p-44 bc,,1.6,219.9,,HAT-P-44 B,0.939,0.979,5295.0,374.0,213.1458,47.0147,2013,Primary Transit,
hat-p-45 ab,1.426,0.892,3.128992,0.049,HAT-P-45 A,1.259,1.319,6330.0,305.0,274.375,-3.3811,2013,Primary Transit,
hat-p-46 b,1.284,0.493,4.463129,0.123,HAT-P-46,1.763,1.395,7587.0,290.736,270.4458,-2.9708333,2013,Primary Transit,
hat-p-46 c,,2.0,77.7,,HAT-P-46,1.763,1.395,7587.0,290.736,270.4458,-2.9708333,2013,Primary Transit,
hat-p-47 b,1.313,0.206,4.732182,0.0,HAT-P-47,1.387,1.515,6703.0,268.0,38.308333338,30.360555571,2016,Primary Transit,
hat-p-48 b,1.131,0.168,4.40865,0.0,HAT-P-48,1.099,1.223,5946.0,305.0,44.470833351,30.625833353,2016,Primary Transit,
hat-p-49 b,1.448,1.73,2.6915575,0.0,HAT-P-49,1.543,1.833,6820.0,322.0,305.441666682,26.692777799,2014,Primary Transit,
hat-p-4 b,1.27,0.68,3.0565114,0.0,HAT-P-4,1.26,1.59,5890.0,310.0,229.9916667,36.2297222,2007,Primary Transit,
hat-p-50 b,1.288,1.36,3.1220109,0.115,HAT-P-50,1.273,1.698,6280.0,597.0,118.06340808690264,12.139400155360118,2015,Primary Transit,
hat-p-51 ab,1.293,0.309,4.2180278,0.123,HAT-P-51 A,0.976,1.041,5449.0,470.0,21.066666672,32.810833358,2015,Primary Transit,
hat-p-52 b,1.009,0.819,2.7535953,0.047,HAT-P-52,0.887,0.893,5131.0,385.0,42.720833351,29.022500005,2015,Primary Transit,
hat-p-53 b,1.318,1.487,1.9616241,0.134,HAT-P-53,1.093,1.209,5956.0,719.0,21.870833343,38.968055576,2015,Primary Transit,
hat-p-54 b,0.944,0.76,3.799847,0.074,HAT-P-54,0.645,0.617,4390.0,135.8,99.8980416785,25.4825277998,2014,Primary Transit,
hat-p-55 b,1.182,0.582,3.5852467,0.139,HAT-P-55,1.013,1.011,5808.0,480.0,264.273000002,25.7311944704,2015,Primary Transit,
hat-p-56 b,1.51,2.31,2.79083,0.246,HAT-P-56,1.42,1.47,6566.0,323.5,100.848038,27.252293,2015,Primary Transit,
hat-p-57 ab,1.413,1.85,2.465295,0.0,HAT-P-57 A,1.47,1.5,7500.0,303.0,274.743437639305,10.59725823515657,2015,Primary Transit,
hat-p-58 b,1.332,0.372,4.013837,0.073,HAT-P-58,1.031,1.53,5931.0,519.0,68.845833341,56.868333352,2020,Primary Transit,
hat-p-59 b,1.123,1.54,4.1419771,0.03,HAT-P-59,1.0,1.1,5678.0,267.3,292.45833335,62.529166687,2020,Primary Transit,
hat-p-5 b,1.252,1.06,2.788491,0.0,HAT-P-5,1.163,1.137,5960.0,340.0,274.405412512,36.6213555716,2007,Primary Transit,
hat-p-60 b,1.631,0.574,4.7947813,0.25,HAT-P-60,1.435,2.197,6212.0,235.4,28.283333336,52.053888893,2020,Primary Transit,
hat-p-61 b,0.899,1.057,1.90231289,,HAT-P-61,1.004,0.938,5587.0,343.2,75.479166685,50.131388903,2020,Primary Transit,
