pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype
k2-165 c,1.55409035,,4.382745,,K2-165,0.834847,0.803827,5185.0,134.591,184.9004881,0.968327,2018.0,Transit,,K
k2-165 d,3.19087767,,14.06660140645,,K2-165,,0.837606,5141.67,134.591,184.9004881,0.968327,2018.0,Transit,629.38,K
k2-174 b,,,19.5661401,,K2-174,0.66,0.758892,4246.81,99.9293,60.7929729,16.347166,2018.0,Transit,,K
k2-179 b,2.51267885,,5.172191,,K2-179,0.824345,0.768067,5015.0,190.81,58.7967878,23.7567524,2018.0,Transit,,K
k2-182 b,2.76,,4.736837,,K2-182,0.88,0.8,5165.0,154.83,130.180046,10.9829509,2018.0,Transit,885.0,K
k2-184 b,1.55,,16.995731,,K2-184,0.86,0.78,5220.0,75.5857,129.1405227,14.4618826,2018.0,Transit,580.0,K
k2-191 b,1.57889322,,2.858646,,K2-191,0.900994,0.839696,5176.0,287.188,201.6391407,-12.8066737,2018.0,Transit,,K
k2-192 b,1.57477412,,4.163221,,K2-192,0.872619,0.828268,5252.0,221.753,206.5823122,-11.5563527,2018.0,Transit,,K
k2-198 b,4.11850271,,17.043179,,K2-198,0.835734,0.778475,5262.0,110.567,198.8436817,-6.4649888,2018.0,Transit,,K
k2-198 c,,,3.359,,K2-198,0.879,0.781501,5183.84,110.567,198.8436817,-6.4649888,2019.0,Transit,,K
k2-198 d,2.438,,7.4500177,,K2-198,0.799,0.757,5212.9,110.567,198.8436817,-6.4649888,2019.0,Transit,943.2,K
k2-199 c,,,7.3744828,,K2-199,0.705681,0.667422,4681.0,107.518,208.9014508,-6.1360833,2018.0,Transit,,K
k2-200 b,1.3643987,,2.849883,,K2-200,0.860208,0.791736,5233.0,184.131,202.251206,-4.6100532,2018.0,Transit,,K
k2-206 b,2.79522879,,18.294549,,K2-206,0.789481,0.758046,5043.0,244.443,11.2564264,0.5931866,2018.0,Transit,,K
k2-209 b,0.86850263,,2.080615,,K2-209,0.74479,0.712365,4720.0,76.4986,14.6903464,1.382807,2018.0,Transit,,K
k2-21 c,1.53,,15.50116,,K2-21,0.523,0.46,4006.0,83.6448,340.3037846,-14.4893256,2015.0,Transit,,K
k2-216 b,1.79105,,2.1747824,,K2-216,,0.71,4542.0,115.461,11.4802354,6.3470302,2018.0,Transit,1013.0,K
k2-228 b,1.21,,2.69828,,K2-228,0.71,0.65,4715.0,129.46,187.2947047,-6.8342028,2018.0,Transit,914.0,K
k2-229 c,2.12,21.3,8.32834,0.0,K2-229,0.837,0.793,5185.0,102.564,186.8729195,-6.7218474,2018.0,Transit,800.0,K
k2-233 b,1.315,2.4,2.467583,0.0,K2-233,0.79,0.71,4796.0,67.5062,230.4799011,-20.2317975,2018.0,Transit,1127.0,K3
k2-233 c,1.335,,7.06142,0.0,K2-233,0.8,0.745,4950.0,67.5062,230.4799011,-20.2317975,2018.0,Transit,728.0,K3
k2-233 d,2.64,,24.3662,0.0,K2-233,0.8,0.745,4950.0,67.5062,230.4799011,-20.2317975,2018.0,Transit,482.0,K3
k2-241 b,2.55,,26.8199,,K2-241,0.71,0.75,5262.0,149.464,181.2386829,-6.8052985,2018.0,Transit,507.0,K
k2-247 b,2.12,,2.25021,,K2-247,0.74,0.69,4667.0,258.113,188.8935189,-10.0692793,2018.0,Transit,979.0,K
k2-247 c,2.19,,6.49424,,K2-247,0.74,0.69,4667.0,258.113,188.8935189,-10.0692793,2018.0,Transit,688.0,K
k2-250 b,2.44,,4.01457,,K2-250,0.8,0.81,5172.0,414.708,185.0315429,-8.9757427,2018.0,Transit,958.0,K
k2-252 b,1.74,,13.81513,,K2-252,0.79,0.82,5152.0,228.839,182.3663818,-8.3096141,2018.0,Transit,639.0,K
k2-254 b,1.63,,4.09639,,K2-254,0.71,0.67,4629.0,227.775,185.5507926,-4.7172908,2018.0,Transit,791.0,K
k2-254 c,2.19,,12.11839,,K2-254,0.71,0.67,4629.0,227.775,185.5507926,-4.7172908,2018.0,Transit,551.0,K
k2-255 b,2.9,,1.96417,,K2-255,0.71,0.69,4676.0,191.608,189.9128532,-3.3705631,2018.0,Transit,1034.0,K
k2-266 b,3.3,11.26782377,0.658524,,K2-266,0.686,0.703,4285.0,77.5586,157.9356855,0.9372782,2018.0,Transit,1515.0,K
k2-266 c,0.705,0.29013072,7.814,0.042,K2-266,0.686,0.703,4285.0,77.5586,157.9356855,0.9372782,2018.0,Transit,664.5,K
k2-266 d,2.93,8.9,14.697,0.047,K2-266,0.686,0.703,4285.0,77.5586,157.9356855,0.9372782,2018.0,Transit,538.3,K
k2-266 e,2.73,14.3,19.482,0.043,K2-266,0.686,0.703,4285.0,77.5586,157.9356855,0.9372782,2018.0,Transit,490.1,K
k2-268 c,,,9.33155684,,K2-268,0.839,0.801255,5035.99,327.783,133.7094899,11.8482712,2018.0,Transit,,K
k2-268 d,1.49,,4.528598,,K2-268,0.84,0.78,5106.0,327.783,133.7094899,11.8482712,2021.0,Transit,888.0,K
k2-268 e,1.33,,6.131243,,K2-268,0.84,0.78,5106.0,327.783,133.7094899,11.8482712,2021.0,Transit,801.0,K
k2-268 f,2.23,,26.27057,,K2-268,0.84,0.78,5106.0,327.783,133.7094899,11.8482712,2021.0,Transit,492.0,K
k2-27 b,,,6.77093147,,K2-27,0.89,0.89254,5231.0,249.645,171.5151874,1.2306237,2016.0,Transit,,K
k2-270 b,1.38,,1.543069,,K2-270,0.85,0.77,4877.0,280.518,131.2665588,13.5497322,2018.0,Transit,1203.0,K
k2-275 c,,,8.438,,K2-275,0.772,0.735345,4783.55,123.438,132.1698795,20.4550162,2018.0,Transit,,K
k2-281 b,8.18,,8.687721,,K2-281,0.82,0.76,4812.0,458.139,16.2274724,7.2692169,2018.0,Transit,665.0,K
k2-284 b,3.3985,,4.7948642,,K2-284,,0.65,4072.0,107.272,79.1407971,20.2549034,2018.0,Transit,919.0,K
k2-285 b,2.65245,,3.4715644,,K2-285,,0.77,5144.5,154.961,349.3843458,1.3001522,2018.0,Transit,1163.0,K
k2-285 c,3.53,15.68,7.138048,0.0,K2-285,0.83,0.787,4975.0,154.961,349.3843458,1.3001522,2018.0,Transit,741.4,K2 V
k2-285 d,2.48,6.5,10.45582,0.0,K2-285,0.83,0.787,4975.0,154.961,349.3843458,1.3001522,2018.0,Transit,619.9,K2 V
k2-285 e,1.95,10.7,14.76289,0.0,K2-285,0.83,0.787,4975.0,154.961,349.3843458,1.3001522,2018.0,Transit,500.9,K2 V
k2-3 d,1.7,,44.56115,,K2-3,,0.58,3927.0,44.0727,172.3353708,-1.4551364,2015.0,Transit,,K
k2-32 c,3.01,5.7,20.66093,,K2-32,0.84,0.855,5274.0,157.682,252.426008,-19.5430504,2016.0,Transit,577.0,K
k2-32 d,3.484,6.7,31.71701,0.05,K2-32,0.83,0.86,5271.0,157.682,252.426008,-19.5430504,2016.0,Transit,550.0,K
k2-322 b,1.92,,8.205,,K2-322,0.63,0.602,4141.0,123.415,156.6226981,4.7640203,2020.0,Transit,635.0,K
k2-326 b,2.28,,1.256,,K2-326,0.507,0.688,3924.0,282.308,351.612262,1.3375909,2020.0,Transit,1114.0,K
k2-329 b,8.675766,82.6358,12.4551225,0.0697,K2-329,0.901,0.822,5282.0,233.237,351.1353785,-5.1641451,2020.0,Transit,650.0,K
k2-336 b,1.3172461,,21.191788,,K2-336,,0.782112,5277.0,239.289,133.8382032,16.7940663,2021.0,Transit,,K
k2-338 b,,,3.85,,K2-338,0.708,0.626953,4504.0,156.951,124.3609294,17.0241557,2021.0,Transit,,K
k2-339 b,1.92,,19.507428,,K2-339,0.74,0.72,4857.0,360.36,130.082542,18.6929046,2021.0,Transit,508.0,K
k2-344 b,1.59,,3.35585,,K2-344,0.51,0.49,4374.0,75.1691,136.3614923,21.6685886,2021.0,Transit,722.0,K
k2-346 b,,,26.198,,K2-346,0.746,0.709927,4678.0,105.58,125.9864854,22.663226,2021.0,Transit,,K
k2-347 b,,,7.187,,K2-347,0.687,0.617099,4391.0,320.336,126.3726821,23.2974061,2021.0,Transit,,K
k2-348 b,3.36071,,4.6886342,,K2-348,,0.87,4954.0,201.856,130.8783479,24.4229559,2021.0,Transit,946.0,K
k2-348 c,2.6,,12.550896,,K2-348,,0.828,5220.0,201.856,130.8783479,24.4229559,2021.0,Transit,,K
k2-349 b,,,9.029,,K2-349,0.9,0.786068,5274.0,453.567,199.0996546,-14.4447454,2021.0,Transit,,K
k2-35 c,2.17,,5.6089465,,K2-35,,0.67,4326.0,252.596,170.1031027,1.2858679,2016.0,Transit,,K
k2-36 c,,,5.34107237,,K2-36,0.769,0.75412,4772.39,109.749,169.4490102,3.8665038,2016.0,Transit,,K
k2-367 b,2.54,,20.643928,,K2-367,,0.68,4396.0,176.965,337.8588454,-13.2644554,2022.0,Transit,,K
k2-368 b,1.72,,5.025831,,K2-368,,0.72,4679.0,206.608,332.6357627,-11.1661157,2022.0,Transit,,K
k2-368 c,1.361,,9.660186,,K2-368,0.746,0.663,4663.0,206.608,332.6357627,-11.1661157,2022.0,Transit,,K
k2-371 b,12.11200864,,3.11489307594,,K2-371,,0.74956,4973.0,442.813,128.0670932,11.6307099,2022.0,Transit,956.83,K
k2-379 b,2.181,,8.777247,,K2-379,0.856,0.751,4603.0,182.207,283.0317641,-27.1807287,2022.0,Transit,,K
k2-381 b,1.075,,7.9389334,,K2-381,0.754,0.675,4473.0,145.701,288.0267612,-21.0075789,2022.0,Transit,,K
k2-381 c,,,16.0382,,K2-381,,0.62,4710.0,145.701,288.0267612,-21.0075789,2022.0,Transit,,K
k2-381 d,1.53157981,,26.804998,,K2-381,,0.645652,4661.0,145.701,288.0267612,-21.0075789,2022.0,Transit,,K
k2-385 b,1.539,,2.380867,,K2-385,0.927,0.761,4844.0,420.819,12.6140752,5.8712567,2022.0,Transit,,K
k2-388 b,3.91968,,6.3392677,,K2-388,,0.93,5289.0,290.495,352.7139342,-11.0773564,2022.0,Transit,922.0,K
k2-39 b,6.27704,28.6047,4.60543,0.0,K2-39,0.66,2.97,4881.0,307.47,338.3682095,-9.0229405,2016.0,Transit,,K
k2-394 b,,,5.09582,,K2-394,,0.58,4490.0,98.0152,71.110002,16.5185817,2022.0,Transit,,K
k2-395 b,2.597,,4.803352,,K2-395,0.952,0.783,5007.0,286.727,70.4438684,16.6743415,2022.0,Transit,,K
k2-395 c,3.395,,8.491282,,K2-395,0.952,0.783,5007.0,286.727,70.4438684,16.6743415,2022.0,Transit,,K
k2-396 c,3.124,,25.76051,,K2-396,0.954,0.92,5236.0,274.864,74.6928607,17.2690562,2022.0,Transit,,K
k2-401 b,2.262,,6.293099,,K2-401,0.87,0.675,4213.0,200.727,154.987604,3.9548275,2022.0,Transit,,K7
k2-405 b,4.14023121,,3.43570033951,,K2-405,,0.80095,4842.23,197.234,164.3759959,12.535614,2022.0,Transit,,K
k2-413 b,0.7599,,0.8094,,K2-413,0.808,0.7,4116.0,285.162,353.4175668,-7.6120272,2022.0,Transit,,K
k2-413 c,1.2327,,5.3301,,K2-413,0.808,0.7,4116.0,285.162,353.4175668,-7.6120272,2022.0,Transit,,K
k2-414 b,1.219,,4.3696,,K2-414,0.814,0.732,4343.0,260.036,351.6361913,-4.6066569,2022.0,Transit,,K
k2-414 c,1.9287,,6.669,,K2-414,0.814,0.732,4343.0,260.036,351.6361913,-4.6066569,2022.0,Transit,,K
k2-42 b,2.15,,6.68796,,K2-42,0.702,0.643,4613.0,396.913,176.6657559,-5.1720463,2016.0,Transit,,K
k2-45 b,10.44,,1.729257,0.1,K2-45,0.682189,0.685548,4262.1,495.317,169.6327547,-1.7740582,2016.0,Transit,,K
k2-47 b,1.89,,31.6372,,K2-47,0.75,0.76,5054.0,349.881,168.5825696,2.7805614,2016.0,Transit,,K
k2-49 b,3.36,,2.7706297,,K2-49,,0.67,4329.0,457.125,177.3202331,3.4755183,2016.0,Transit,,K
k2-5 c,2.26,,10.93241,,K2-5,0.61,0.57,3930.0,202.943,169.3034598,-1.8778254,2015.0,Transit,456.0,K7.5 V
k2-50 b,1.59,,8.7529,,K2-50,0.611,0.546,4326.0,257.443,169.483654,5.988289,2016.0,Transit,,K
k2-53 b,2.6,,12.20772,,K2-53,0.851,0.807,5263.0,138.018,244.1419684,-20.4005984,2016.0,Transit,665.0,K
k2-54 b,2.6116925,,9.7833,0.24,K2-54,0.615,0.643,3990.0,174.955,338.0541631,-17.5440636,2016.0,Transit,560.0,K
k2-55 b,4.43,44.0,2.849271,,K2-55,0.688,0.715,4300.0,159.522,333.7518786,-17.2508002,2016.0,Transit,900.0,K
k2-57 b,2.30905002,,9.0073,0.25,K2-57,0.699,0.671,4413.0,264.213,342.6918241,-14.0700007,2016.0,Transit,635.8,K
k2-58 b,,,7.05240378,,K2-58,0.834,0.836424,5020.0,181.746,333.8218395,-14.049857,2016.0,Transit,,K
k2-58 d,1.78,,22.881145,,K2-58,,0.76,4998.0,181.746,333.8218395,-14.049857,2016.0,Transit,,K
k2-59 c,2.3,,11.2954,,K2-59,0.774,0.731,5055.0,311.313,338.94255,-14.027727,2016.0,Transit,,K
k2-62 b,2.14,,6.67202,,K2-62,0.77,0.73,4880.0,112.467,334.3645089,-12.1874776,2016.0,Transit,,K
k2-62 c,1.99,,16.19697,,K2-62,0.67,0.696,4455.0,112.467,334.3645089,-12.1874776,2016.0,Transit,495.0,K
k2-65 b,1.65,,12.647849,,K2-65,,0.72,4711.0,,333.2125206,-10.9261373,2016.0,Transit,,K
k2-68 b,1.58,,8.05428,,K2-68,0.73,0.675,4746.0,168.652,334.0195539,-10.5673649,2016.0,Transit,,K
k2-70 b,,,13.98746633,,K2-70,0.846,0.792485,5064.0,232.964,338.4759328,-10.0849917,2016.0,Transit,,K
k2-77 b,2.47,,8.20075,,K2-77,0.87,0.83,5297.0,141.731,55.228521,12.572448,2016.0,Transit,,K
k2-8 b,2.97,,10.35176,,K2-8,0.79,0.74,4890.0,403.513,169.7935178,-0.2844389,2015.0,Transit,691.0,K
k2-86 b,1.97521161,,8.775864,,K2-86,0.757495,0.721964,5129.0,258.699,51.5531053,18.6355718,2016.0,Transit,,K
k2-90 b,,,13.71468745,,K2-90,0.647,0.650887,4133.13,134.188,59.1527391,22.4724517,2016.0,Transit,,K
k2-90 c,1.02,,2.90032,,K2-90,0.562,0.494,4136.0,134.188,59.1527391,22.4724517,2016.0,Transit,,K
k2-97 b,13.45077684,174.48779544,8.407115,0.207,K2-97,1.17,4.14,4673.0,878.43,127.762837,10.8475571,2016.0,Transit,1566.0,K
kic 3526061 b,,5768.58558705,3552.0,0.85,KIC 3526061,1.42,5.86,4829.0,401.229,285.1863974,38.6111112,2022.0,Radial Velocity,,K
kmt-2021-blg-0171l b,,11.4,,,KMT-2021-BLG-0171L,0.74,,5200.0,4400.0,269.2416667,-30.0930556,2022.0,Microlensing,,K
kmt-2021-blg-0912l b,,6.92,,,KMT-2021-BLG-0912L,0.75,,,6710.0,269.8211667,-31.9976389,2022.0,Microlensing,,K
kmt-2021-blg-1689l b,,46.0,,,KMT-2021-BLG-1689L,0.58,,4570.0,7200.0,269.5791667,-30.1452778,2022.0,Microlensing,,K
kmt-2023-blg-0119l b,,83.7,,,KMT-2023-BLG-0119L,0.71,,,5410.0,266.8150417,-34.5721889,2025.0,Microlensing,,K2.5 V
kmt-2023-blg-1896l b,,16.35,,,KMT-2023-BLG-1896L,0.72,,,5490.0,271.03175,-26.9589194,2025.0,Microlensing,,K6 V
kmt-2024-blg-1209l b,,839.06699448,,,KMT-2024-BLG-1209L,0.77,,,3930.0,261.6129583,-28.1205611,2025.0,Microlensing,,K3 V
kobe-1 b,,8.8,8.5399,0.0,KOBE-1,0.629,0.619,4135.0,23.9718,19.1660378,25.3310358,2025.0,Radial Velocity,594.4,K7 V
kobe-1 c,,12.4,29.671,0.0,KOBE-1,0.629,0.619,4135.0,23.9718,19.1660378,25.3310358,2025.0,Radial Velocity,392.5,K7 V
koi-1833 d,,,7.68433241,,Kepler-968,0.696,0.701769,4442.0,290.324,285.6025889,50.1120401,2021.0,Transit,,K
koi-7368 b,,,6.842939,,KOI-7368,0.782,0.995767,4823.55,264.995,293.9476365,48.0652589,2022.0,Transit,,K
koi-7913 b,2.03,,24.2783801,0.0,KOI-7913 A,0.698,0.707,4450.0,271.277,286.7485252,45.1587234,2022.0,Transit,432.0,K
koi-984 c,,24.0,8.5999,0.02,KOI-984,0.928,0.818,5295.0,252.667,291.0489438,36.8400772,2022.0,Transit Timing Variations,943.0,K
kointreau-3 b,,1080.6165838,,,ISO-Oph 96,,,3920.0,140.563,246.7687845,-24.716683,2026.0,Imaging,,K6-M1
kps-1 b,,,1.706304,,KPS-1,0.892,0.907,5165.0,262.706,165.167198,64.9638452,2018.0,Transit,,K1 V
kepler-1004 b,7.09,,5.28789787,0.0,Kepler-1004,1.41,3.79,4992.0,1152.68,297.3593427,49.7975464,2016.0,Transit,1662.0,K
kepler-1007 b,1.44,,5.185002073,,Kepler-1007,0.73,0.7,4587.0,,295.9065297,45.8090893,2016.0,Transit,,K
kepler-1008 b,,,12.4393133637,,Kepler-1008,0.85,0.724115,5066.94,282.565,296.5476395,44.9418307,2016.0,Transit,,K
kepler-1010 b,,,34.26852697,,Kepler-1010,0.86,0.790287,5123.0,579.273,289.1926026,44.1493165,2016.0,Transit,,K
kepler-1013 b,4.7,,18.93054959,0.0,Kepler-1013,0.955,1.643,5015.0,422.246,290.2481023,44.4352935,2016.0,Transit,766.0,K
kepler-1014 b,,,16.57099265,,Kepler-1014,0.91,0.809677,5285.0,624.8,285.1219875,44.1105331,2016.0,Transit,,K
kepler-1019 b,1.36,,1.411229847,0.0,Kepler-1019,0.611,0.625,4350.0,194.182,283.7175909,47.2043818,2016.0,Transit,1049.0,K
kepler-102 b,0.49,,5.28695437,0.0,Kepler-102,0.734,0.755,4812.0,107.796,281.4824731,47.2078263,2014.0,Transit,797.0,K
kepler-102 c,0.567,1.7,7.071392,0.094,Kepler-102,0.803,0.724,4909.0,107.796,281.4824731,47.2078263,2014.0,Transit,777.0,K
kepler-102 d,1.4,,10.31173752,0.0,Kepler-102,0.734,0.755,4812.0,107.796,281.4824731,47.2078263,2014.0,Transit,638.0,K
kepler-102 e,2.43,,,,Kepler-102,,0.726,4909.0,107.796,281.4824731,47.2078263,2013.0,Transit,,K
kepler-102 f,0.81,,27.4537294,,Kepler-102,0.8,0.74,4884.0,107.796,281.4824731,47.2078263,2014.0,Transit,,K
kepler-1020 b,,,96.91519761,,Kepler-1020,0.89,0.734936,5238.53,415.358,292.672471,46.3772776,2016.0,Transit,,K
kepler-1022 b,2.36,,10.99469878,,Kepler-1022,0.71,0.68,4445.0,420.042,289.3520595,46.9736345,2016.0,Transit,,K
kepler-1023 b,,,62.1385979,,Kepler-1023,0.9,0.961753,5268.0,694.175,289.0297232,49.7697034,2016.0,Transit,,K
kepler-1024 b,,,66.4159789,,Kepler-1024,0.9,0.810164,5242.74,1087.4,291.9510277,38.2516419,2016.0,Transit,,K
kepler-1026 b,,,36.51559488,,Kepler-1026,0.79,0.697921,4844.0,351.239,283.6053012,39.9979286,2016.0,Transit,,K
kepler-1029 b,1.57,,4.417692516,0.0,Kepler-1029,0.723,0.664,4766.0,366.656,292.1328738,41.5474786,2016.0,Transit,790.0,K
kepler-1030 b,2.52,,19.32952416,0.0,Kepler-1030,0.866,0.78,5023.0,758.702,293.6819098,45.8175241,2016.0,Transit,534.0,K
kepler-1032 b,,,3.29012003,,Kepler-1032,,,4446.0,673.01,289.9308779,40.0977109,2016.0,Transit,,K
kepler-1034 b,,,12.12401737,,Kepler-1034,0.86,0.773178,5099.0,654.549,286.1154093,37.9669464,2016.0,Transit,,K
kepler-1037 b,1.28,,1.063788673,,Kepler-1037,0.82,0.78,5105.0,446.914,296.3410342,47.1709335,2016.0,Transit,,K
kepler-1038 b,,,148.460057456,,Kepler-1038,0.89,0.80043,5238.0,584.136,298.9721472,44.1323499,2016.0,Transit,,K
kepler-1039 b,1.1,,0.9348918,0.0,Kepler-1039,0.67,0.6,4674.0,306.91,298.3266169,45.3154212,2016.0,Transit,1305.0,K
kepler-1048 b,1.67,,6.921029,0.0,Kepler-1048,0.641,0.612,4557.0,556.006,281.8983042,42.1657112,2016.0,Transit,637.0,K
kepler-1053 b,0.78,,2.414351654,0.0,Kepler-1053,0.531,0.542,4182.0,151.129,291.4186349,39.1273664,2016.0,Transit,803.0,K
kepler-1058 b,,,110.96346088,,Kepler-1058,,,4517.79,491.997,294.5956256,45.8750556,2016.0,Transit,,K
kepler-1059 b,1.74,,3.764191048,0.0,Kepler-1059,0.814,0.728,5065.0,713.167,289.2202147,41.7064385,2016.0,Transit,909.0,K
kepler-1062 b,,,9.30413878,,Kepler-1062,0.69,0.780338,4412.0,397.455,283.8994187,41.221594,2016.0,Transit,,K
kepler-1064 b,,,16.5407747817,,Kepler-1064,,,5079.48,,291.7415821,37.6888103,2016.0,Transit,,K
kepler-1071 b,1.47,,6.1799844,0.0,Kepler-1071,0.528,0.492,4932.0,1042.27,293.0579794,45.2487472,2016.0,Transit,661.0,K
kepler-1075 b,1.11,,1.523732,0.0,Kepler-1075,0.546,0.522,4048.0,291.275,287.5011404,47.4691157,2016.0,Transit,890.0,K
kepler-1076 b,,,6.14728341,,Kepler-1076,,0.730658,4871.59,,287.5902594,51.0606047,2016.0,Transit,,K
kepler-1081 b,0.93,,3.85690686,0.0,Kepler-1081,0.902,0.813,5272.0,420.215,289.444752,41.3179652,2016.0,Transit,972.0,K
kepler-1083 b,,,33.4176226408,,Kepler-1083,0.81,0.792249,4939.0,902.633,283.1618831,45.198336,2016.0,Transit,,K
kepler-1086 b,2.27,,18.78425728,0.0,Kepler-1086,0.624,0.612,4137.0,466.084,295.251187,45.8429537,2016.0,Transit,415.0,K
kepler-1086 c,,,161.515617,,Kepler-1086,0.7,0.615523,4484.48,466.084,295.251187,45.8429537,2016.0,Transit,,K
kepler-1090 c,,,42.42685448,,Kepler-1090,0.89,1.03475,5217.0,858.77,295.6629002,44.5258237,2021.0,Transit,,K
kepler-1096 b,1.31,,2.892216772,0.0,Kepler-1096,0.625,0.615,4229.0,377.976,294.7094688,45.9695533,2016.0,Transit,794.0,K
kepler-1105 b,,,4.421566535,,Kepler-1105,0.64,0.663108,4114.0,318.004,281.1117588,42.4549698,2016.0,Transit,,K
kepler-1107 b,1.236,,0.571038518,,Kepler-1107,0.867,0.776,5137.0,428.798,291.049934,39.141674,2016.0,Transit,,K
kepler-1110 b,,,9.69310837,,Kepler-1110,0.76,0.70862,4753.2,726.828,291.8080645,38.6226615,2016.0,Transit,,K
kepler-1120 b,1.51,,2.949029052,0.0,Kepler-1120,0.771,0.807,4983.0,615.231,290.9144516,42.2865522,2016.0,Transit,1028.0,K
kepler-113 b,1.82,11.7,4.754,,Kepler-113,0.75,0.69,4725.0,262.351,287.9978721,50.9441847,2014.0,Transit,,K
kepler-113 c,2.18,8.7,8.92507,,Kepler-113,0.75,0.69,4725.0,262.351,287.9978721,50.9441847,2014.0,Transit,,K
kepler-1132 b,2.361,,,,Kepler-1132,,0.807,5042.0,867.931,286.3675188,48.4238906,2016.0,Transit,,K
kepler-1136 b,1.37,,2.361718,0.0,Kepler-1136,0.627,0.598,4485.0,491.406,284.1078441,44.2458047,2016.0,Transit,883.0,K
kepler-1139 b,,,0.8131690885,,Kepler-1139,0.88,0.875173,5178.83,495.156,287.9455985,39.2305281,2016.0,Transit,,K
kepler-114 b,1.18,,5.188548,0.0,Kepler-114,0.709,0.654,4619.0,259.533,294.121482,48.3497977,2014.0,Transit,722.0,K
kepler-114 d,2.05,,11.776138457,0.0,Kepler-114,0.56,0.54,3983.0,259.533,294.121482,48.3497977,2013.0,Transit,447.0,K
kepler-1140 b,,,24.08632177,,Kepler-1140,0.78,0.752844,4803.0,656.48,281.6940529,46.946521,2016.0,Transit,,K
kepler-1143 b,,,2.888904439,,Kepler-1143,0.78,0.696667,4832.0,555.189,287.302772,39.2896399,2016.0,Transit,,K
kepler-1143 c,3.6,,210.630591,,Kepler-1143,0.81,0.77,5053.0,555.189,287.302772,39.2896399,2016.0,Transit,,K
kepler-1145 b,1.45,,3.97076766,0.0,Kepler-1145,0.732,0.778,5178.0,691.961,295.3081524,43.0444026,2016.0,Transit,957.0,K
kepler-1146 b,1.22,,,,Kepler-1146,,0.708,4811.0,703.038,286.716712,47.425658,2016.0,Transit,,K
kepler-1148 b,1.69,,1.104463509,,Kepler-1148,0.81,0.77,5054.0,625.692,290.9536059,45.7195545,2016.0,Transit,,K
kepler-1150 b,2.41,,2.787868386,0.0,Kepler-1150,0.952,1.727,4827.0,358.518,296.7244553,49.5326846,2016.0,Transit,1432.0,K
kepler-1157 b,0.96,,4.45743164,0.0,Kepler-1157,0.601,0.612,4487.0,342.144,283.1209268,43.5255701,2016.0,Transit,732.0,K
kepler-1161 b,1.93,,10.71252541,0.0,Kepler-1161,0.53,0.519,4083.0,547.726,299.0770621,45.4405583,2016.0,Transit,468.0,K
kepler-1162 c,1.87800002,,59.28409958,,Kepler-1162,0.861,0.859,5225.0,940.211,283.2920273,45.4339813,2023.0,Transit,,K
kepler-1164 b,1.22,,3.97599768,0.0,Kepler-1164,0.799,0.832,5211.0,431.622,287.5296372,38.8945065,2016.0,Transit,982.0,K
kepler-1167 b,1.7,,1.003933739,0.0,Kepler-1167,0.715,0.741,4949.0,820.905,298.3026595,47.6939654,2016.0,Transit,1421.0,K
kepler-1168 b,2.21,,55.8226539,0.0,Kepler-1168,0.812,0.737,5167.0,752.666,287.2977834,47.455488,2016.0,Transit,379.0,K
kepler-1170 b,,,9.989625687,,Kepler-1170,0.83,0.901193,5004.0,1050.45,292.1685422,43.7795963,2016.0,Transit,,K
kepler-1173 b,0.84,,0.7698541,0.0,Kepler-1173,0.753,0.75,5088.0,377.06,293.1311803,45.6634153,2016.0,Transit,1585.0,K
kepler-1178 b,0.73,,31.80634,0.0,Kepler-1178,0.534,0.525,4729.0,482.287,288.4561183,45.8022258,2016.0,Transit,378.0,K
kepler-1179 b,1.307,,,,Kepler-1179,,0.744,5133.0,415.205,284.0974305,47.8104856,2016.0,Transit,,K
kepler-118 b,,,7.5184201248,,Kepler-118,0.86,0.826603,5109.0,574.228,299.2131881,41.4248195,2014.0,Transit,,K
kepler-118 c,5.94,,20.172023866,,Kepler-118,0.85,0.81,5234.0,574.228,299.2131881,41.4248195,2014.0,Transit,,K
kepler-1190 b,,,10.45839865,,Kepler-1190,0.711,0.705447,4521.62,342.509,284.9996582,49.4799506,2016.0,Transit,,K
kepler-1191 b,1.73,,5.60013327,0.0,Kepler-1191,0.858,0.978,5288.0,955.536,291.6577923,48.0092619,2016.0,Transit,952.0,K
kepler-1195 b,2.3,,8.496449,0.0,Kepler-1195,0.77,0.75,5132.0,918.566,284.3510523,40.8529319,2016.0,Transit,715.0,K
kepler-1197 b,,,2.032318856,,Kepler-1197,0.718,0.746629,4552.0,486.94,291.6693437,42.5907441,2016.0,Transit,,K
kepler-120 b,2.0,,6.312508525,0.0,Kepler-120,0.591,0.571,4090.0,388.63,287.8915707,39.3390979,2014.0,Transit,575.0,K
kepler-120 c,2.038,,,,Kepler-120,,0.729,4096.0,388.63,287.8915707,39.3390979,2014.0,Transit,,K
kepler-1200 b,1.06,,1.118549717,,Kepler-1200,0.74,0.7,4612.0,588.715,296.6034317,44.1292537,2016.0,Transit,,K
kepler-1206 b,1.64,,1.216997663,,Kepler-1206,0.8,0.75,4877.0,762.019,295.9383737,49.7911337,2016.0,Transit,,K
