pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype
kepler-1868 b,3.832,,211.0338741,,Kepler-1868,0.725,0.687,4713.0,274.18,293.2983733,43.5558025,2021.0,Transit,,K
kepler-1872 b,2.64,,3.82590987,0.0,Kepler-1872,0.913,0.885,5223.0,840.182,281.0491988,43.3225996,2021.0,Transit,1005.0,K
kepler-1873 b,1.62573811,,0.558842003,,Kepler-1873,0.903,0.792,5151.0,820.957,294.596557,46.0483705,2021.0,Transit,,K
kepler-1874 b,2.04,,56.57372,0.0,Kepler-1874,0.647,0.619,4588.0,408.007,286.3718158,43.692081,2021.0,Transit,319.0,K
kepler-1880 b,1.71,,6.309229,0.0,Kepler-1880,0.639,0.609,4545.0,611.041,287.8264561,40.6965988,2021.0,Transit,650.0,K
kepler-1885 b,,,2.522590567,,Kepler-1885,0.91,0.975378,5280.0,818.482,288.7507112,47.4909206,2021.0,Transit,,K
kepler-189 b,1.17,,10.40006,0.0,Kepler-189,0.824,0.72,5220.0,591.534,287.5646296,44.3050662,2014.0,Transit,664.0,K
kepler-189 c,2.81,,20.13488968,0.0,Kepler-189,0.836,0.755,5228.0,591.534,287.5646296,44.3050662,2014.0,Transit,543.0,K
kepler-1895 b,1.41,,6.0703203,0.0,Kepler-1895,0.846,0.78,5076.0,984.187,291.6756005,48.7625419,2021.0,Transit,796.0,K
kepler-1897 b,2.1,,24.2204192,0.0,Kepler-1897,0.859,0.761,5165.0,983.174,294.2901043,39.126871,2021.0,Transit,505.0,K
kepler-1898 b,0.74,,4.76559,0.0,Kepler-1898,0.781,0.84,5183.0,360.921,287.2058009,38.4981903,2021.0,Transit,928.0,K
kepler-1899 b,1.64,,4.095826,0.0,Kepler-1899,0.677,0.655,4739.0,711.509,292.0333777,37.9744551,2021.0,Transit,807.0,K
kepler-190 b,1.48,,2.020001021,,Kepler-190,0.86,0.8,5173.0,433.387,288.5839761,44.7337701,2014.0,Transit,,K
kepler-190 c,1.46,,3.763042361,0.0,Kepler-190,0.868,0.785,5239.0,433.387,288.5839761,44.7337701,2014.0,Transit,964.0,K
kepler-1907 b,1.05,,5.65245733,0.0,Kepler-1907,0.752,0.8,5159.0,292.111,280.7085829,47.3279236,2021.0,Transit,856.0,K
kepler-1907 c,2.9,,14.8638496,0.0,Kepler-1907,0.752,0.8,5159.0,292.111,280.7085829,47.3279236,2021.0,Transit,620.0,K
kepler-1909 b,0.96,,2.39162484,0.0,Kepler-1909,0.663,0.685,4935.0,763.662,290.889409,42.4596251,2021.0,Transit,1030.0,K
kepler-191 b,,,9.9395174484,,Kepler-191,0.87,0.781226,5144.15,594.464,291.1833211,45.3230937,2014.0,Transit,,K
kepler-191 c,2.028,,17.73852054,,Kepler-191,0.857,0.755,5191.0,594.464,291.1833211,45.3230937,2014.0,Transit,,K
kepler-191 d,2.26,,5.945041017,0.0,Kepler-191,0.883,0.787,5275.0,594.464,291.1833211,45.3230937,2016.0,Transit,832.0,K
kepler-1910 b,1.0,,5.68882689,0.0,Kepler-1910,0.636,0.639,4234.0,,296.6171677,41.2811677,2021.0,Transit,645.0,K
kepler-1926 b,2.77,,42.8774173,0.0,Kepler-1926,0.768,0.832,5256.0,667.405,291.1987905,44.1662033,2021.0,Transit,451.0,K
kepler-1930 b,,,13.0267964,,Kepler-1930,0.817,0.757501,4957.62,275.694,297.577145,40.0276768,2021.0,Transit,,K
kepler-1938 b,1.43,,13.06242496,0.0,Kepler-1938,0.646,0.655,4522.0,421.152,299.351892,41.1957285,2021.0,Transit,527.0,K
kepler-1939 b,,,2.790643481,,Kepler-1939,0.712,0.641737,4525.59,189.833,285.6899312,40.9946659,2021.0,Transit,,K
kepler-195 b,2.41,,8.307832,0.0,Kepler-195,0.843,0.74,5296.0,652.051,288.1209339,47.9666141,2014.0,Transit,730.0,K
kepler-195 c,1.751,,,,Kepler-195,,0.806,5232.0,652.051,288.1209339,47.9666141,2014.0,Transit,,K
kepler-1953 b,1.28574667,,6.245659828,,Kepler-1953,0.786,0.707,4858.0,605.631,287.9680995,46.4705959,2021.0,Transit,,K
kepler-1956 b,1.15,,5.94375659,0.0,Kepler-1956,0.671,0.682,4391.0,360.468,294.6208506,49.894219,2021.0,Transit,674.0,K
kepler-1957 b,0.82,,2.18659922,0.0,Kepler-1957,0.745,0.772,4904.0,460.899,293.711436,47.8874467,2021.0,Transit,1099.0,K
kepler-1959 b,1.19,,6.38671206,0.0,Kepler-1959,0.768,0.811,5071.0,479.263,296.022301,44.7326691,2021.0,Transit,811.0,K
kepler-196 b,,,20.73989406,,Kepler-196,0.87,0.793822,5168.0,451.312,284.9685077,42.0791214,2014.0,Transit,,K
kepler-1961 b,,,5.60473115,,Kepler-1961,0.88,0.907236,5171.0,1042.45,286.3300783,39.6831276,2021.0,Transit,,K
kepler-1964 b,14.68,,2.440836404,0.0,Kepler-1964,0.733,0.71,4798.0,,297.0588033,49.4784362,2021.0,Transit,997.0,K
kepler-1966 b,0.8,,8.61735417,0.0,Kepler-1966,0.67,0.657,5013.0,484.601,292.4637788,41.2990438,2021.0,Transit,668.0,K
kepler-1967 b,1.85,,7.28170196,0.0,Kepler-1967,0.996,1.806,4970.0,249.102,299.1376276,43.4984724,2021.0,Transit,1087.0,K
kepler-1968 b,1.4,,7.28116667,0.0,Kepler-1968,0.844,0.788,5008.0,750.93,291.5080318,45.3700933,2021.0,Transit,744.0,K
kepler-1977 b,1.57,,4.53700111,0.0,Kepler-1977,0.751,0.713,4812.0,592.711,290.6178587,37.2891002,2023.0,Transit,811.0,K
kepler-1978 b,2.67,,10.84969477,0.0,Kepler-1978,0.869,0.778,5251.0,865.512,286.0067312,38.0095407,2023.0,Transit,676.0,K
kepler-1983 b,3.7,,7.328505,0.0,Kepler-1983,0.74,0.75,5058.0,424.428,297.042015,39.9121864,2023.0,Transit,744.0,K
kepler-1985 b,,,3.42064689,,Kepler-1985,,,5279.96,,293.5663715,42.1325825,2023.0,Transit,,K
kepler-1987 b,1.50999999,,2.345860004,,Kepler-1987,0.799,0.714,4769.0,595.683,295.8254663,42.9433716,2023.0,Transit,,K
kepler-1987 c,1.33,,3.64830183,0.0,Kepler-1987,0.799,0.714,4769.0,595.683,295.8254663,42.9433716,2023.0,Transit,860.0,K
kepler-1987 d,2.95,,5.644915227,0.0,Kepler-1987,0.778,0.729,4750.0,595.683,295.8254663,42.9433716,2023.0,Transit,749.0,K
kepler-1987 e,1.99,,8.74287133,0.0,Kepler-1987,0.778,0.729,4750.0,595.683,295.8254663,42.9433716,2023.0,Transit,647.0,K
kepler-1993 b,,,26.6565737,,Kepler-1993,,3.14014,4939.47,1031.91,293.7968548,45.1607261,2023.0,Transit,,K
kepler-1995 b,3.347,,73.7579317,,Kepler-1995,0.82,0.736,4883.0,595.331,284.342725,46.3165907,2023.0,Transit,,K
kepler-1996 b,2.26,,32.376183,0.0,Kepler-1996,0.748,0.675,4580.0,440.561,285.2537555,46.5822183,2023.0,Transit,392.0,K
kepler-1996 c,2.15,,92.7296775,0.0,Kepler-1996,0.651,0.624,4528.0,440.561,285.2537555,46.5822183,2023.0,Transit,267.0,K
kepler-1999 b,3.29,,8.7396758,0.0,Kepler-1999,0.632,0.628,4406.0,701.255,282.3705675,48.259234,2023.0,Transit,577.0,K
kepler-2000 b,2.34,,6.38317,0.0,Kepler-2000,0.546,0.522,4047.0,320.588,285.5743032,49.9621218,2023.0,Transit,550.0,K
kepler-2001 b,,,1.090011003,,Kepler-2001,0.79,0.758905,4838.0,776.55,291.6594558,50.5838585,2023.0,Transit,,K
kepler-2001 c,1.82,,14.0926796,0.0,Kepler-2001,0.856,0.784,5093.0,776.55,291.6594558,50.5838585,2023.0,Transit,604.0,K
kepler-202 b,1.91,,4.069428401,0.0,Kepler-202,0.758,0.72,4806.0,285.111,282.9734874,41.3217991,2014.0,Transit,843.0,K
kepler-202 c,1.906,,,,Kepler-202,,0.688,4762.0,285.111,282.9734874,41.3217991,2014.0,Transit,,K
kepler-205 b,1.37,,2.755637216,0.0,Kepler-205,0.57,0.553,4121.0,159.72,285.2866912,41.8609357,2014.0,Transit,757.0,K
kepler-210 b,,,2.45323508,,Kepler-210,0.72,0.637495,4564.61,232.75,292.5034196,43.0832188,2014.0,Transit,,K
kepler-210 c,3.3,,7.9725436,0.0,Kepler-210,0.612,0.569,4367.0,232.75,292.5034196,43.0832188,2014.0,Transit,566.0,K
kepler-211 b,,,4.13852825,,Kepler-211,0.91,0.740717,5286.58,309.353,285.4391183,43.1685051,2014.0,Transit,,K
kepler-211 c,,,6.04046688,,Kepler-211,0.91,0.740717,5286.58,309.353,285.4391183,43.1685051,2014.0,Transit,,K
kepler-220 b,0.872,,,,Kepler-220,0.716,0.707,4500.0,171.109,291.5060432,46.8956262,2014.0,Transit,,K
kepler-220 c,1.929,,,,Kepler-220,,0.686,4665.0,171.109,291.5060432,46.8956262,2014.0,Transit,,K
kepler-220 d,,,28.12236175,,Kepler-220,0.699,0.769859,4457.96,171.109,291.5060432,46.8956262,2014.0,Transit,,K
kepler-220 e,,,45.9032489688,,Kepler-220,0.699,0.769859,4457.96,171.109,291.5060432,46.8956262,2014.0,Transit,,K
kepler-221 c,2.808,,5.690584519,,Kepler-221,0.854,0.767,5260.0,385.231,296.6547477,46.8352242,2014.0,Transit,,K
kepler-221 d,2.52,,10.041568521,0.0,Kepler-221,0.72,0.751,5280.0,385.231,296.6547477,46.8352242,2014.0,Transit,706.0,K
kepler-221 e,3.415,,,,Kepler-221,,0.774,5260.0,385.231,296.6547477,46.8352242,2014.0,Transit,,K
kepler-222 b,3.2,,3.936993706,,Kepler-222,0.88,0.84,5295.0,758.854,287.9060885,46.9377479,2014.0,Transit,,K
kepler-222 c,,,10.08880336,,Kepler-222,0.87,0.850048,5154.0,758.854,287.9060885,46.9377479,2014.0,Transit,,K
kepler-222 d,,,28.08196251,,Kepler-222,0.87,0.850048,5154.0,758.854,287.9060885,46.9377479,2014.0,Transit,,K
kepler-224 b,1.489,,3.132951625,,Kepler-224,0.777,0.693,5046.0,782.088,290.9342679,47.3575414,2014.0,Transit,,K
kepler-224 c,3.12,,5.925003,,Kepler-224,,0.676,5018.0,782.088,290.9342679,47.3575414,2014.0,Transit,,K
kepler-224 d,,,11.34935054,,Kepler-224,0.84,0.722794,5049.0,782.088,290.9342679,47.3575414,2014.0,Transit,,K
kepler-224 e,2.02,,18.643516,,Kepler-224,0.78,0.71,5093.0,782.088,290.9342679,47.3575414,2014.0,Transit,,K
kepler-225 b,1.44,,6.73893544,0.0,Kepler-225,0.616,0.602,4126.0,561.101,292.1939846,47.4570808,2014.0,Transit,579.0,K
kepler-225 c,,,18.79417509,,Kepler-225,0.65,0.77462,4166.0,561.101,292.1939846,47.4570808,2014.0,Transit,,K
kepler-229 b,2.288,,6.252964898,,Kepler-229,0.808,0.706,5002.0,826.265,286.9994758,48.3757867,2014.0,Transit,,K
kepler-229 c,,,16.06864674,,Kepler-229,0.8,0.752766,4881.0,826.265,286.9994758,48.3757867,2014.0,Transit,,K
kepler-229 d,3.272,,,,Kepler-229,,0.719,5002.0,826.265,286.9994758,48.3757867,2014.0,Transit,,K
kepler-231 b,,,10.06524317,,Kepler-231,0.64,0.591335,4079.0,316.618,293.9733913,50.531846,2014.0,Transit,,K
kepler-233 b,,,8.4723885407,,Kepler-233,0.88,0.85322,5175.0,856.417,296.3665054,51.3194548,2014.0,Transit,,K
kepler-235 b,,,3.34021921,,Kepler-235,0.64,0.635754,4074.0,428.018,286.0790779,39.278237,2014.0,Transit,,K
kepler-235 c,1.2,,7.82502168,0.0,Kepler-235,0.502,0.493,3950.0,428.018,286.0790779,39.278237,2014.0,Transit,494.0,K
kepler-235 d,,,20.06036336,,Kepler-235,0.64,0.635754,4074.0,428.018,286.0790779,39.278237,2014.0,Transit,,K
kepler-237 b,1.5,,4.71510365,0.0,Kepler-237,0.733,0.732,4861.0,657.822,283.2213438,40.421762,2014.0,Transit,824.0,K
kepler-237 c,2.221,,,,Kepler-237,,0.772,4897.0,657.822,283.2213438,40.421762,2014.0,Transit,,K
kepler-239 b,,,11.7630972577,,Kepler-239,0.78,0.830414,4819.0,648.109,294.2020505,40.6633313,2014.0,Transit,,K
kepler-239 c,,,56.2280785556,,Kepler-239,0.78,0.830414,4819.0,648.109,294.2020505,40.6633313,2014.0,Transit,,K
kepler-240 b,,,4.14451656,,Kepler-240,0.76,0.808486,4749.0,746.927,291.1587635,40.7502108,2014.0,Transit,,K
kepler-240 c,2.25,,7.953547,0.0,Kepler-240,0.759,0.779,4768.0,746.927,291.1587635,40.7502108,2014.0,Transit,696.0,K
kepler-241 b,2.35,,12.71810317,0.0,Kepler-241,0.67,0.686,4702.0,,292.9131121,41.0609786,2014.0,Transit,562.0,K
kepler-241 c,2.71,,36.06587916,0.0,Kepler-241,0.67,0.686,4702.0,,292.9131121,41.0609786,2014.0,Transit,397.0,K
kepler-242 b,2.488,,,,Kepler-242,,0.683,4876.0,600.241,286.5656932,41.8084168,2014.0,Transit,,K
kepler-242 c,,,14.49652389,,Kepler-242,0.77,0.718409,4786.0,600.241,286.5656932,41.8084168,2014.0,Transit,,K
kepler-243 b,2.47,,5.715425977,0.0,Kepler-243,0.927,0.826,5237.0,693.86,285.1104819,42.0339619,2014.0,Transit,850.0,K
kepler-243 c,2.5,,20.02591,0.0,Kepler-243,0.789,0.71,5115.0,693.86,285.1104819,42.0339619,2014.0,Transit,522.0,K
kepler-244 d,2.74,,20.05040157,,Kepler-244,0.82,0.79,5273.0,1036.49,287.242641,42.3014185,2014.0,Transit,,K
kepler-245 b,2.654,,7.49017229,,Kepler-245,0.856,0.78,5105.0,861.527,291.6389972,42.4363482,2014.0,Transit,,K
kepler-245 c,2.36,,17.46085263,,Kepler-245,0.86,0.8,5174.0,861.527,291.6389972,42.4363482,2014.0,Transit,,K
kepler-245 d,3.24,,36.27594657,,Kepler-245,0.86,0.8,5174.0,861.527,291.6389972,42.4363482,2014.0,Transit,,K
kepler-245 e,1.69,,3.219814777,0.0,Kepler-245,0.823,0.787,5103.0,861.527,291.6389972,42.4363482,2016.0,Transit,998.0,K
kepler-246 b,2.34,,4.60182,,Kepler-246,,0.831,5206.0,626.078,296.4834007,42.6633806,2014.0,Transit,,K
kepler-246 c,,,11.187370327,,Kepler-246,0.85,0.80085,5084.0,626.078,296.4834007,42.6633806,2014.0,Transit,,K
kepler-247 b,1.641,,3.336125104,,Kepler-247,0.887,0.788,5060.0,663.711,288.6425609,43.0393769,2014.0,Transit,,K
kepler-247 c,,,9.439459486,,Kepler-247,0.81,0.843936,4929.0,663.711,288.6425609,43.0393769,2014.0,Transit,,K
kepler-247 d,,,20.47748843,,Kepler-247,0.81,0.843936,4929.0,663.711,288.6425609,43.0393769,2014.0,Transit,,K
kepler-248 b,,,6.308201629,,Kepler-248,0.88,0.768535,5175.0,738.792,293.0613138,43.5813577,2014.0,Transit,,K
kepler-248 c,3.902,,16.23946714,,Kepler-248,0.838,0.773,4973.0,738.792,293.0613138,43.5813577,2014.0,Transit,,K
kepler-250 b,1.12,,4.14808732,,Kepler-250,0.83,0.79,5097.0,760.585,289.5947633,44.1418114,2014.0,Transit,,K
kepler-250 c,2.41,,7.15681773,,Kepler-250,0.83,0.79,5097.0,760.585,289.5947633,44.1418114,2014.0,Transit,,K
kepler-250 d,2.18,,17.648312,,Kepler-250,,0.805,5160.0,760.585,289.5947633,44.1418114,2014.0,Transit,,K
kepler-252 b,,,6.66836145,,Kepler-252,0.7,0.678487,4458.0,379.424,295.579329,44.5459052,2014.0,Transit,,K
kepler-252 c,2.3,,10.848507,0.0,Kepler-252,0.61,0.58,4397.0,379.424,295.579329,44.5459052,2014.0,Transit,519.0,K
kepler-253 b,1.63,,3.783986,,Kepler-253,,0.786,5208.0,838.595,291.8419337,44.858124,2014.0,Transit,,K
kepler-253 c,2.7,,10.28192877,0.0,Kepler-253,0.874,0.79,5216.0,838.595,291.8419337,44.858124,2014.0,Transit,687.0,K
kepler-253 d,3.17,,18.11989364,0.0,Kepler-253,0.874,0.79,5216.0,838.595,291.8419337,44.858124,2014.0,Transit,569.0,K
kepler-255 c,,,9.94602357,,Kepler-255,0.86,1.02495,5130.94,1052.53,296.0642702,45.9767647,2014.0,Transit,,K
kepler-257 b,2.74,,2.382652873,0.0,Kepler-257,0.868,0.973,5188.0,780.256,297.3159994,46.0232642,2014.0,Transit,1237.0,K
kepler-257 c,,,6.58148439,,Kepler-257,0.82,0.87259,4972.0,780.256,297.3159994,46.0232642,2014.0,Transit,,K
kepler-257 d,,,24.6643939784,,Kepler-257,0.82,0.87259,4972.0,780.256,297.3159994,46.0232642,2014.0,Transit,,K
kepler-258 b,4.18,,13.19720694,0.0,Kepler-258,0.827,0.885,4954.0,575.988,294.0684116,46.5791357,2014.0,Transit,642.0,K
kepler-258 c,3.72,,33.6529701,0.0,Kepler-258,0.827,0.885,4954.0,575.988,294.0684116,46.5791357,2014.0,Transit,470.0,K
kepler-26 b,,,12.2830153,,Kepler-26,0.7,0.460589,4486.0,335.307,284.9410627,46.5664505,2011.0,Transit,,K
kepler-26 d,1.319,,,,Kepler-26,0.643,0.604,4049.0,335.307,284.9410627,46.5664505,2014.0,Transit,,K
kepler-26 e,2.1,,46.82763492,,Kepler-26,0.7,0.460589,4486.0,335.307,284.9410627,46.5664505,2014.0,Transit,,K
kepler-260 c,1.74,,76.050178,,Kepler-260,,0.862,5250.0,627.365,291.9259658,38.0140525,2014.0,Transit,,K
kepler-261 b,,,10.38121981,,Kepler-261,0.862,0.738221,5122.5,317.499,291.3647333,37.609239,2014.0,Transit,,K
kepler-261 c,2.712,,,,Kepler-261,,0.75,5121.0,317.499,291.3647333,37.609239,2014.0,Transit,,K
kepler-263 b,,,16.5682448062,,Kepler-263,0.88,0.731962,5188.56,754.747,292.4698022,37.5677941,2014.0,Transit,,K
kepler-263 c,2.217,,,,Kepler-263,,0.727,5113.0,754.747,292.4698022,37.5677941,2014.0,Transit,,K
kepler-267 b,2.43,,3.353730333,,Kepler-267,0.56,0.54,3973.0,264.993,299.8305655,47.1575741,2014.0,Transit,,K
kepler-267 d,2.31,,28.46462622,,Kepler-267,0.56,0.54,3973.0,264.993,299.8305655,47.1575741,2014.0,Transit,,K
kepler-27 b,4.85,,15.33525912,,Kepler-27,0.95,0.85,5294.0,1044.36,292.2367608,41.085871,2011.0,Transit,,K
kepler-27 d,2.438,,6.54626058,,Kepler-27,0.885,0.744,5264.0,1044.36,292.2367608,41.085871,2021.0,Transit,,K
kepler-278 b,4.207,,,,Kepler-278,,2.83,5002.0,443.03,290.1072124,38.7022694,2014.0,Transit,,K
kepler-278 c,2.99,,51.075756,,Kepler-278,1.13,2.75,4989.0,443.03,290.1072124,38.7022694,2014.0,Transit,,K
kepler-28 b,1.92,,5.912268297,0.0,Kepler-28,0.59,0.57,4072.0,438.359,292.1370409,42.4294835,2011.0,Transit,585.0,K
kepler-28 c,2.02,,8.9857,0.0,Kepler-28,0.662,0.638,4663.0,438.359,292.1370409,42.4294835,2011.0,Transit,604.0,K
kepler-283 b,2.69,,11.00815926,,Kepler-283,0.63,0.6,4251.0,468.094,293.6137413,47.838938,2014.0,Transit,,K
kepler-283 c,2.311,,,,Kepler-283,0.662,0.626,4141.0,468.094,293.6137413,47.838938,2014.0,Transit,,K
kepler-284 c,2.562,,37.5140693,,Kepler-284,0.766,0.755,5219.0,1031.95,293.1465698,47.7297053,2014.0,Transit,,K
kepler-285 b,1.38,,2.633852528,0.0,Kepler-285,0.817,0.878,5114.0,824.31,291.3908469,48.0655392,2014.0,Transit,1131.0,K
kepler-290 b,2.18,,14.58932462,0.0,Kepler-290,0.848,0.759,5153.0,694.627,286.4100307,42.6815137,2014.0,Transit,596.0,K
kepler-290 c,3.44,,36.7704731,0.0,Kepler-290,0.848,0.759,5153.0,694.627,286.4100307,42.6815137,2014.0,Transit,438.0,K
kepler-290 d,0.89,,0.764020072,0.0,Kepler-290,0.848,0.759,5153.0,694.627,286.4100307,42.6815137,2023.0,Transit,1596.0,K
kepler-292 c,1.502,,,,Kepler-292,,0.83,5248.0,1056.48,295.7661979,42.4242822,2014.0,Transit,,K
kepler-292 d,,,7.0556832695,,Kepler-292,0.88,0.838226,5193.0,1056.48,295.7661979,42.4242822,2014.0,Transit,,K
kepler-292 f,2.611,,20.8342947,,Kepler-292,0.865,0.813,5248.0,1056.48,295.7661979,42.4242822,2014.0,Transit,,K
kepler-295 d,4.629,,,,Kepler-295,,2.361,5253.0,1699.19,285.3458383,45.3677754,2014.0,Transit,,K
kepler-296 d,2.28,,19.850242,,Kepler-296,,0.557,4249.0,,286.5400278,49.4372614,2014.0,Transit,,K
kepler-298 b,1.96,,10.475464,,Kepler-298,,0.582,4465.0,518.204,283.0398448,48.8253303,2014.0,Transit,,K
kepler-298 c,2.26,,22.92884482,0.0,Kepler-298,0.668,0.652,4549.0,518.204,283.0398448,48.8253303,2014.0,Transit,436.0,K
kepler-298 d,2.91,,77.4740724,,Kepler-298,0.69,0.65,4612.0,518.204,283.0398448,48.8253303,2014.0,Transit,,K
kepler-303 b,0.99,,1.937034,0.0,Kepler-303,0.575,0.547,4212.0,209.738,283.1354742,43.6567036,2014.0,Transit,869.0,K
kepler-303 c,1.15,,7.06117359,0.0,Kepler-303,0.52,0.51,3944.0,209.738,283.1354742,43.6567036,2014.0,Transit,516.0,K
kepler-304 b,3.8,,3.295703644,0.0,Kepler-304,0.828,0.892,4910.0,434.684,294.4418031,40.5575408,2014.0,Transit,1014.0,K
kepler-304 c,2.222,,,,Kepler-304,,0.658,4843.0,434.684,294.4418031,40.5575408,2014.0,Transit,,K
kepler-304 d,2.75,,9.653471,,Kepler-304,,0.687,4731.0,434.684,294.4418031,40.5575408,2014.0,Transit,,K
kepler-304 e,1.09,,1.499144441,0.0,Kepler-304,0.76,0.691,4723.0,434.684,294.4418031,40.5575408,2016.0,Transit,1137.0,K
kepler-305 c,3.34,,8.29087418,0.0,Kepler-305,0.763,0.803,5106.0,868.477,299.2242557,40.343167,2013.0,Transit,745.0,K
kepler-305 d,2.579,,16.73865956,,Kepler-305,0.84,0.771,5080.0,868.477,299.2242557,40.343167,2014.0,Transit,,K
kepler-305 e,,,3.20539622,,Kepler-305,0.82,0.827279,4974.0,868.477,299.2242557,40.343167,2020.0,Transit,,K
kepler-306 b,,,4.6461991958,,Kepler-306,0.81,0.792763,4948.0,775.679,288.5387145,40.6160545,2014.0,Transit,,K
kepler-306 c,,,7.2400374027,,Kepler-306,0.81,0.792763,4948.0,775.679,288.5387145,40.6160545,2014.0,Transit,,K
kepler-306 d,2.47,,17.326644,,Kepler-306,,0.719,4954.0,775.679,288.5387145,40.6160545,2014.0,Transit,,K
kepler-306 e,2.35,,44.8412214,,Kepler-306,0.81,0.74,5011.0,775.679,288.5387145,40.6160545,2014.0,Transit,,K
kepler-309 b,1.51,,5.92365634,,Kepler-309,0.79,0.73,4736.0,544.568,297.5098911,46.9614121,2014.0,Transit,,K
kepler-309 c,2.51,,105.356383,,Kepler-309,,0.721,4713.0,544.568,297.5098911,46.9614121,2014.0,Transit,,K
kepler-314 b,,,2.46106962,,Kepler-314,0.889,0.943064,5219.54,268.881,294.6741507,42.0756037,2014.0,Transit,,K
kepler-316 b,1.32,,2.240507,0.0,Kepler-316,0.587,0.557,4272.0,384.938,290.825835,44.1838993,2014.0,Transit,840.0,K
kepler-316 c,1.598,,,,Kepler-316,,0.682,4200.0,384.938,290.825835,44.1838993,2014.0,Transit,,K
kepler-324 e,2.03862444,,13.97939968,,Kepler-324,0.844,0.826,5191.0,501.574,286.4714473,49.6490933,2021.0,Transit,,K
kepler-326 b,2.55,,2.248288538,0.0,Kepler-326,0.933,1.593,5192.0,487.675,294.3255898,46.0022646,2014.0,Transit,1594.0,K
kepler-326 c,2.79,,4.580338622,0.0,Kepler-326,0.933,1.593,5192.0,487.675,294.3255898,46.0022646,2014.0,Transit,1258.0,K
kepler-326 d,1.22,,6.76689811,,Kepler-326,0.85,0.8,5148.0,487.675,294.3255898,46.0022646,2014.0,Transit,,K
kepler-329 b,1.46,,7.41634311,,Kepler-329,0.57,0.56,4221.0,439.719,299.2681646,45.2272852,2014.0,Transit,,K
kepler-329 c,,,18.6848215262,,Kepler-329,0.702,0.716897,4475.0,439.719,299.2681646,45.2272852,2014.0,Transit,,K
kepler-330 b,1.31,,8.25981532,0.0,Kepler-330,0.825,0.743,5108.0,717.527,288.4474035,44.8017616,2014.0,Transit,710.0,K
kepler-330 c,1.85,,15.95522,0.0,Kepler-330,0.792,0.69,5093.0,717.527,288.4474035,44.8017616,2014.0,Transit,552.0,K
kepler-331 b,1.99,,8.45747483,0.0,Kepler-331,0.535,0.521,4345.0,580.119,291.8343455,39.3073462,2014.0,Transit,538.0,K
kepler-331 c,2.721,,,,Kepler-331,,0.7,4347.0,580.119,291.8343455,39.3073462,2014.0,Transit,,K
kepler-331 d,,,32.1340014,,Kepler-331,0.73,0.637412,4604.9,580.119,291.8343455,39.3073462,2014.0,Transit,,K
kepler-332 b,1.21,,7.62635494,0.0,Kepler-332,0.774,0.721,4955.0,344.19,286.6627811,47.4136938,2014.0,Transit,703.0,K
kepler-332 c,1.3,,15.9956114,0.0,Kepler-332,0.801,0.861,5141.0,344.19,286.6627811,47.4136938,2014.0,Transit,619.0,K
kepler-332 d,1.21,,34.2113054,,Kepler-332,0.8,0.74,5008.0,344.19,286.6627811,47.4136938,2014.0,Transit,,K
kepler-333 b,1.57,,12.55109333,,Kepler-333,0.66,0.63,4347.0,324.413,292.2861201,40.9135429,2014.0,Transit,,K
kepler-333 c,1.16,,24.08826,0.0,Kepler-333,0.601,0.571,4347.0,324.413,292.2861201,40.9135429,2014.0,Transit,390.0,K
kepler-345 c,,,9.38740646,,Kepler-345,,,4539.31,,295.2288521,45.9710432,2014.0,Transit,,K
kepler-352 b,0.89,,10.05545337,0.0,Kepler-352,0.836,0.752,5238.0,252.733,299.8966237,46.0519022,2014.0,Transit,685.0,K
kepler-352 c,1.212,,16.33269854,,Kepler-352,0.798,0.726,5224.0,252.733,299.8966237,46.0519022,2014.0,Transit,,K
kepler-352 d,0.72,,6.8873113,0.0,Kepler-352,0.796,0.772,5208.0,252.733,299.8966237,46.0519022,2021.0,Transit,788.0,K
kepler-353 b,1.08,,5.7952971,0.0,Kepler-353,0.541,0.523,3903.0,384.694,296.8565596,41.7580749,2014.0,Transit,549.0,K
kepler-354 b,,,5.47661312,,Kepler-354,0.72,0.707392,4550.0,554.064,285.7515347,41.3356739,2014.0,Transit,,K
kepler-354 c,1.33,,16.9347748,0.0,Kepler-354,0.704,0.706,4650.0,554.064,285.7515347,41.3356739,2014.0,Transit,508.0,K
kepler-354 d,,,24.20994274,,Kepler-354,0.72,0.707392,4550.0,554.064,285.7515347,41.3356739,2014.0,Transit,,K
kepler-357 b,1.9,,6.47538919,0.0,Kepler-357,0.779,0.821,5033.0,688.573,291.2429746,44.0086337,2014.0,Transit,804.0,K
kepler-357 c,2.5,,16.85827722,0.0,Kepler-357,0.779,0.821,5033.0,688.573,291.2429746,44.0086337,2014.0,Transit,584.0,K
kepler-357 d,3.43,,49.499875,,Kepler-357,,0.834,5036.0,688.573,291.2429746,44.0086337,2014.0,Transit,,K
kepler-367 b,,,37.8164765958,,Kepler-367,0.776,0.711043,4799.55,188.027,297.292558,49.9817499,2014.0,Transit,,K
kepler-367 c,1.151,,,,Kepler-367,,0.697,4859.0,188.027,297.292558,49.9817499,2014.0,Transit,,K
kepler-378 b,1.049,,,,Kepler-378,,0.714,4696.0,152.094,294.9489697,46.4388673,2014.0,Transit,,K
