pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype
nsvs 14256825 b,,4497.2945,3225.0,0.12,NSVS 14256825,0.419,0.188,40000.0,820.877,305.001946,4.6323715,2019.0,Eclipse Timing Variations,,O
galex j0718+3731 b,,3.6,,,GALEX 0718+3731,1.27,0.01,42065.0,85.0,109.56833333333331,37.52755555555556,2024.0,Other,,O
