pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype
2mass j1258+2630 b,,,11.88,0.598,2MASS J1258+2630,0.5898,0.602,3825.0,58.5849,194.595833341,26.502500012,2021.0,Radial Velocity,,M
barnard's star b,,,3.1542,0.03,Barnard's star,0.162,0.185,3195.0,1.82823,269.454166683,4.693333355,2024.0,Radial Velocity,,M
barnard's star c,,,4.1244,0.08,Barnard's star,0.162,0.185,3195.0,1.82823,269.454166683,4.693333355,2024.0,Radial Velocity,,M
barnard's star d,,,2.3402,0.04,Barnard's star,0.162,0.185,3195.0,1.82823,269.454166683,4.693333355,2024.0,Radial Velocity,,M
barnard's star e,,,6.7392,0.04,Barnard's star,0.162,0.185,3195.0,1.82823,269.454166683,4.693333355,2024.0,Radial Velocity,,M
coup 710 b,,10.96,,,COUP 710,0.2,0.78,2860.0,389.48,83.814199,-5.433193,2020.0,Imaging,,M
dm tau b,,3.0,,,DM Tau,0.47,1.3,3705.0,145.0,68.45304166666666,18.169444444444444,2016.0,Imaging,,M
elias 2-27 b,,11.0,,,Elias 2-27,0.5,2.3,3850.0,115.0,246.68763266736,-24.38549810559,2017.0,"Imaging, Other",,M
gj 752 ab,,,105.9,0.16,GJ 752 A,0.45,0.453,3557.0,5.9116,289.230235539,5.16889968738,2018.0,Radial Velocity,,M
gl 514 b,,,140.43,0.45,Gl 514,0.51,0.5,3714.0,7.618,202.5,10.377222238,2022.0,Radial Velocity,,M
gl 725 bc,,,37.9,,Gl 725 B,0.25,0.28,3739.0,3.5214,280.6953944644875,59.62686698928139,2025.0,Radial Velocity,,M
innes' star b,,,20.129,0.1,Innes' Star,0.35,,3323.0,12.67,169.00085188542107,-57.54765976952447,2014.0,Radial Velocity,,M
iras 04125+2902 ab,0.955,0.3,8.83,,IRAS 04125+2902 A,0.7,1.15,3303.0,160.0,63.92825,29.15,2024.0,Primary Transit,,M
jw 734 b,,4.8,,,JW 734,0.1,1.18,2857.0,457.4,83.84672012,-5.476080805,2020.0,Imaging,,M
koi-4427 ab,0.164,,147.6606,0.02,KOI-4427 A,0.553,0.559,3748.0,276.226,295.116666676,39.274166678,2015.0,Primary Transit,,M
koi-6925 b,0.084,,12.9489256,,2MASS J18452562+4339300,0.545,0.525,3867.0,,281.35678,43.658352,2017.0,Primary Transit,,M
koi-7319 b,0.087,,17.1677675,,2MASS J18552341+4730563,0.535,0.526,3761.0,,283.84756,47.515659,2017.0,Primary Transit,,M
kpno-tau 12,1.4,6.5,,,IRAS 04158+2805,0.376,0.386,2974.0,130.0,64.74220833333334,28.2065,2003.0,Imaging,,M
l2 pup ab,,12.0,,,L2 Pup A,0.659,,3500.0,64.0,108.384658761,-44.63973974,2016.0,Imaging,,M
lspm j0220+3320 (ab)b,,,3923.0,0.4,LSPM J0220+3320 (AB),0.51,0.55,3735.0,59.0,35.211875,33.34654166666667,2024.0,TTV,,M
proxima centauri b,,,11.1881,0.02,Proxima Centauri,0.15,0.141,3050.0,1.295,217.428938029,-62.679444468,2016.0,Radial Velocity,,M
proxima centauri d,,,5.167,0.04,Proxima Centauri,0.15,0.141,3050.0,1.295,217.428938029,-62.679444468,2020.0,Radial Velocity,,M
ross 318 b,0.143,,39.5047,,Ross 318,0.461,0.464,3450.0,8.233,15.634291666666668,71.67981388888889,2026.0,Radial Velocity,,M
sand 178 b,,,123.93,0.41,Sand 178,0.482,0.4842,3520.0,58.8285,194.5925000074,26.5044722358,2021.0,Radial Velocity,,M
tic 231080232 b,0.1989,,12.55434,,TIC 231080232,0.5439,0.5485,3812.0,124.016,68.018,-68.883,2024.0,Primary Transit,,M
tic 262605715 b,0.6111,,1.161258,,TIC 262605715,0.5771,0.5867,3618.0,111.731,132.45,0.207,2024.0,Primary Transit,,M
tic 290048573 b,0.2552,,1.483396,,TIC 290048573,0.318,0.336,3518.0,55.5784,319.189,-25.786,2024.0,Primary Transit,,M
tic 303682623 b,0.8413,,0.6806129,,TIC 303682623,0.5583,0.5647,3469.0,116.827,75.769,14.356,2024.0,Primary Transit,,M
tic 311276853 b,0.4202,,5.16951,,TIC 311276853,0.396,0.4037,3583.0,89.784,247.739,26.107,2024.0,Primary Transit,,M
toi-203 b,0.107,,52.0,,TOI-203,0.202,0.232,3209.0,24.7894,43.016666668,-67.687500017,2018.0,Primary Transit,,M
toi-2290 b,0.1044,0.005,0.3862224,,TOI-2290,0.56,0.57,3813.0,58.1,321.600000008,68.640277796,2022.0,Primary Transit,,M
toi-4616 b,0.1088,0.00708,1.55382,0.0,TOI-4616,0.188,0.189,3150.0,28.17,14.818083333333332,13.860794444444444,2026.0,Primary Transit,,M
toi-5579 b,0.698,,19.8727,,TOI-5579,0.42,0.42,3595.0,115.9,105.820833339,52.516666677,2023.0,Primary Transit,,M
toi-5836 b,1.04,,8.449876,,TOI-5836,0.4,0.41,3330.0,146.0,289.450000016,19.14805557,2023.0,Primary Transit,,M
toi-6022 b,1.587,,1.9281027,,TOI-6022,0.36,0.37,3264.0,86.34,340.0,60.823611133,2023.0,Primary Transit,,M
toi-6055 b,1.74379,,0.8496822,,TOI-6055,0.455,0.68,3493.0,229.4,79.925000014,48.135833338,2023.0,Primary Transit,,M
toi-6158 b,0.93,0.425,3.0446899,0.059,TOI-6158,0.503,0.476,3467.0,181.6,333.89441666666664,16.285391666666666,2025.0,Primary Transit,,M
toi-7173 b,0.6486,,0.6256828,,TOI-7173,0.582,0.593,3718.0,161.939,347.957,65.23,2024.0,Primary Transit,,M
toi-7189 b,0.98,0.5,2.89055,0.0601,TOI-7189,0.612,0.591,3775.0,192.09,273.03788124274166,2.188359125613889,2026.0,Primary Transit,,M
toi-7265 bb,0.95,0.71,4.17232,0.0372,TOI-7265 B,0.521,0.497,3503.0,143.97,318.70383294319083,45.9260335222,2026.0,Primary Transit,,M
toi-7394 b,1.02,2.1,1.252995,0.0271,TOI-7394,0.624,0.609,3717.0,190.0,236.05540703325667,58.55276115007472,2026.0,Primary Transit,,M
toi-7464 b,0.9296,,20.04169,,TOI-7464,0.517,0.52,3560.0,113.903,139.794,53.595,2024.0,Primary Transit,,M
toi-7689 b,0.8725,,1.482641,,TOI-7689,0.222,0.251,3478.0,48.844,346.857,-28.354,2024.0,Primary Transit,,M
