pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype
2m0437 b,,1271.313628,,,2MASS J04372171+2651014,0.17,0.84,3100.0,128.484,69.3405531,26.8502997,2021.0,Imaging,1450.0,M V
2mass j01033563-5515561 ab b,,4131.79,,,2MASS J01033563-5515561 A,0.19,,,,15.8992489,-55.2658291,2013.0,Imaging,,M5.5/M6
2mass j01225093-2439505 b,,7786.5,,,2MASS J01225093-2439505,0.4,,3530.0,33.8281,20.7128012,-24.6646128,2013.0,Imaging,,M3.5 V
2mass j02192210-3925225 b,16.14096,4417.837,,,2MASS J02192210-3925225,0.108,0.281,3064.0,,34.8427046,-39.4230767,2015.0,Imaging,,M6
2mass j0249-0557 c,17.37392009,3616.88727166,,,2MASS J0249-0557 A,0.046,,,66.0613,42.4851627,-5.9599921,2018.0,Imaging,1723.0,M6 V
2mass j04414489+2301513 b,,2383.6,,,2MASS J04414489+2301513,0.019,,,,70.4371079,23.0308544,2010.0,Imaging,,M8.5
2mass j12073346-3932539 b,15.69257298,1652.7077164,,,2MASS J12073346-3932539,,,,64.308,181.8890906,-39.5484399,2004.0,Imaging,1163.0,M8
2mass j22501512+2325342 b,,9534.85221,,,2MASS J22501512+2325342,,,,57.2309,342.5634097,23.4259058,2018.0,Imaging,1600.0,M3
55 cnc b b,,3.5,6.7994,0.0,55 Cnc B,0.26,0.274,3286.0,12.4773,133.167908,28.3152863,2025.0,Radial Velocity,,M4.5 V
55 cnc b c,,5.3,33.747,0.0,55 Cnc B,0.26,0.274,3286.0,12.4773,133.167908,28.3152863,2025.0,Radial Velocity,,M4.5 V
at2021ueyl b,,425.89006538,4168.69,,AT2021ueyL,0.49,,3680.0,1040.0,324.5450417,26.4665694,2025.0,Microlensing,,M V
au mic b,,10.2,8.4631427,,AU Mic,0.6,0.82,3665.0,9.7221,311.2911369,-31.34245,2020.0,Transit,,M
au mic c,2.79,14.46,18.859023,0.18,AU Mic,0.635,0.862,3540.0,9.7221,311.2911369,-31.34245,2021.0,Transit,424.7,M1 V
au mic d,,1.053,12.73596,0.00305,AU Mic,0.51,0.744,3678.0,9.7221,311.2911369,-31.34245,2023.0,Transit Timing Variations,,M
au mic e,,21.1,33.11,,AU Mic,0.6,0.82,3665.0,9.7221,311.2911369,-31.34245,2025.0,Radial Velocity,,M
barnard b,,0.37,3.1533,0.16,Barnard's star,0.162,0.185,3195.0,1.82655,269.4486144,4.7379808,2024.0,Radial Velocity,400.0,M3.5-4 V
barnard c,,0.335,4.1244,0.08,Barnard's star,0.162,0.185,3195.0,1.82655,269.4486144,4.7379808,2025.0,Radial Velocity,400.0,M3.5-4 V
barnard d,,0.263,2.3402,0.04,Barnard's star,0.162,0.185,3195.0,1.82655,269.4486144,4.7379808,2025.0,Radial Velocity,483.0,M3.5-4 V
barnard e,,0.193,6.7392,0.04,Barnard's star,0.162,0.185,3195.0,1.82655,269.4486144,4.7379808,2025.0,Radial Velocity,340.0,M3.5-4 V
cd cet b,,3.95,2.2907,,CD Cet,0.161,0.175,3130.0,8.60715,48.3530155,4.7751881,2020.0,Radial Velocity,464.0,M5.0 V
cd-35 2722 b,17.37392009,9375.9380065,,,CD-35 2722,,,3689.0,22.3896,92.3300147,-35.8255375,2011.0,Imaging,,M1 V
cfhtwir-oph 98 b,20.8487041,2479.0615746,8040000.0,,CFHTWIR-Oph 98 A,0.0147,0.245,2320.0,,246.934277,-23.98115,2020.0,Imaging,1800.0,M9-L1
chxr 73 b,,3994.486,,,CHXR 73,0.35,,,190.374,166.6193985,-77.6258725,2006.0,Imaging,,M3.5
coconuts-2 b,12.44196858,2542.627256,,,COCONUTS-2 A,0.37,0.388,3406.0,10.8864,117.300914,-76.702696,2021.0,Imaging,,M3 V
dh tau b,,3496.0,,,DH Tau,0.33,0.27,,134.846,67.4231674,26.5493897,2004.0,Imaging,,M0.5
epic 201170410.02,1.047,,6.7987,0.0,EPIC 201170410,0.287,0.282,3648.0,,170.1408561,-4.8070039,2020.0,Transit,,M
epic 211822797 b,2.2,,21.169619,0.18,EPIC 211822797,0.61,0.59,3880.0,186.197,130.4102091,17.6399744,2016.0,Transit,,M
epic 228836835 b,1.1,,0.728113,,EPIC 228836835,,0.32,3782.0,150.124,189.5748998,-5.2446247,2021.0,Transit,,M
fu tau b,,5085.28,,,FU Tau,0.05,,2838.0,,65.8974962,25.0506711,2008.0,Imaging,2375.0,M7.25
g 192-15 b,,1.03,2.27476,0.0,G 192-15,0.132,,,9.53114,90.6220931,49.861939,2025.0,Radial Velocity,453.6,M5.0 V
g 192-15 c,,14.3,1219.0,0.676,G 192-15,0.132,,,9.53114,90.6220931,49.861939,2025.0,Radial Velocity,55.9,M5.0 V
g 261-6 b,,1.37,5.4536,0.0,G 261-6,0.118,,,10.6267,291.07432,75.5558405,2025.0,Radial Velocity,322.3,M5.5 V
g 264-012 b,,2.5,2.30538,,G 264-012,0.297,0.305,3326.0,16.009,326.6719598,66.803848,2021.0,Radial Velocity,587.0,M4.0 V
g 264-012 c,,3.75,8.0518,,G 264-012,0.297,0.305,3326.0,16.009,326.6719598,66.803848,2021.0,Radial Velocity,387.0,M4.0 V
g 268-110 b,,1.52,1.43263,0.0,G 268-110,0.137,,,,16.223688,-18.124802,2025.0,Radial Velocity,534.0,M5.0 V
g 9-40 b,,,5.7459996,,G 9-40,0.29,0.3073,3348.0,27.9276,134.7188514,21.0747961,2019.0,Transit,,M2.5 V
gj 1002 b,,1.08,10.3465,,GJ 1002,0.12,0.137,3024.0,4.84867,1.6764641,-7.5462123,2022.0,Radial Velocity,230.9,M5.5 V
gj 1002 c,,1.36,21.202,,GJ 1002,0.12,0.137,3024.0,4.84867,1.6764641,-7.5462123,2022.0,Radial Velocity,181.7,M5.5 V
gj 1061 b,,1.11,3.2073,0.05,GJ 1061,0.12,0.156,2953.0,3.67278,54.0032486,-44.5143104,2020.0,Radial Velocity,,M5.5 V
gj 1061 c,,1.81,6.6821,0.02,GJ 1061,0.12,0.156,2953.0,3.67278,54.0032486,-44.5143104,2020.0,Radial Velocity,,M5.5 V
gj 1061 d,,1.64,13.031,0.53,GJ 1061,0.12,0.156,2953.0,3.67278,54.0032486,-44.5143104,2020.0,Radial Velocity,,M5.5 V
gj 1132 b,1.22,1.69,1.62893,0.0,GJ 1132,0.198,0.226,,12.613,153.7090696,-47.1549358,2015.0,Transit,591.0,M4.5 V
gj 1132 c,,2.64,8.929,0.27,GJ 1132,0.181,0.2105,3270.0,12.613,153.7090696,-47.1549358,2018.0,Radial Velocity,300.0,M
gj 1148 b,,107.74382997,41.375,0.366,GJ 1148,0.373585,0.36664,3357.57,11.0143,175.4326081,42.7515862,2010.0,Radial Velocity,,M
gj 1148 c,,68.06,532.58,0.342,GJ 1148,0.344045,0.358519,3287.0,11.0143,175.4326081,42.7515862,2017.0,Radial Velocity,,M
gj 1151 c,,10.62,389.7,,GJ 1151,0.1639,0.1781,3280.0,8.03625,177.7304866,48.3732334,2023.0,Radial Velocity,,M 4.5V
gj 1252 b,1.193,2.09,0.5182349,0.0,GJ 1252,0.381,0.391,3458.0,20.373,306.9286462,-56.4622865,2020.0,Transit,1089.0,M3
gj 1265 b,,7.4,3.6511,0.04,GJ 1265,0.178,0.192,3236.0,10.2525,333.4324675,-17.6870623,2018.0,Radial Velocity,,M4.5 V
gj 1289 b,,6.27,111.74,0.0,GJ 1289,0.21,,3296.0,8.35147,355.7813464,36.5363314,2024.0,Radial Velocity,150.0,M4.5 Ve
gj 15 a b,,5.35,11.4433,0.0,GJ 15 A,0.375,0.3863,3567.0,3.56228,4.6126677,44.0247296,2014.0,Radial Velocity,550.0,M2 V
gj 15 a c,,36.0,7600.0,0.27,GJ 15 A,0.38,0.38,3607.0,3.56228,4.6126677,44.0247296,2018.0,Radial Velocity,,M1
gj 160.2 b,,10.2,5.2354,0.06,GJ 160.2,0.69,,4347.0,25.8557,61.6454173,-20.8564724,2014.0,Radial Velocity,,M0 V
gj 179 b,,260.61,2288.0,0.21,GJ 179,0.357,0.38,3370.0,12.356,73.0245495,6.4752347,2009.0,Radial Velocity,,M3.5 V
gj 180 b,,8.3,17.38,0.11,GJ 180,0.43,,3371.0,11.9407,73.460097,-17.776194,2014.0,Radial Velocity,,M2 V
gj 180 c,,6.4,24.329,0.09,GJ 180,0.43,,3371.0,11.9407,73.460097,-17.776194,2014.0,Radial Velocity,,M2 V
gj 2126 b,,413.1769291,272.7,0.85,GJ 2126,0.65,0.728,4159.0,38.129,257.3606793,-35.391719,2025.0,Radial Velocity,,M0 V
gj 238 b,0.566,,1.7446999,,GJ 238,0.4193,0.4314,3485.0,15.2142,98.454881,-58.5250316,2024.0,Transit,758.0,M2.5 V
gj 251 b,,3.85,14.237,0.0,GJ 251,0.35,0.36,3342.0,5.58057,103.7002499,33.2664632,2020.0,Radial Velocity,336.0,M
gj 251 c,,3.88,53.647,0.0,GJ 251,0.35,0.36,3342.0,5.58057,103.7002499,33.2664632,2025.0,Radial Velocity,216.0,M
gj 27.1 b,,13.0,15.819,0.08,GJ 27.1,0.53,,3542.0,23.6062,9.9980016,-44.2541679,2014.0,Radial Velocity,,M0.5 V
gj 273 b,,2.89,18.6498,0.1,GJ 273,0.29,0.293,3382.0,5.921535,111.852091,5.225807,2017.0,Radial Velocity,,M3.5
gj 273 c,,1.18,4.7234,0.17,GJ 273,0.29,0.293,3382.0,5.921535,111.852091,5.225807,2017.0,Radial Velocity,,M3.5
gj 3090 b,2.13,3.34,2.8531054,0.32,GJ 3090,0.519,0.516,3556.0,22.4751,20.4384281,-46.7147234,2022.0,Transit,693.0,M2 V
gj 3090 c,,10.0,15.9407,0.0,GJ 3090,0.519,0.516,3707.0,22.4751,20.4384281,-46.7147234,2026.0,Radial Velocity,407.2,M2 V
gj 3138 b,,1.78,1.22003,0.19,GJ 3138,0.681,0.5,3717.0,28.4712,32.2977385,-16.3392495,2017.0,Radial Velocity,,M0
gj 3138 c,,4.18,5.974,0.11,GJ 3138,0.681,0.5,3717.0,28.4712,32.2977385,-16.3392495,2017.0,Radial Velocity,,M0
gj 3138 d,,10.5,257.8,0.32,GJ 3138,0.681,0.5,3717.0,28.4712,32.2977385,-16.3392495,2017.0,Radial Velocity,,M0
gj 317 b,,381.4,692.9,0.193,GJ 317,0.26,,,15.1968,130.2445254,-23.452809,2007.0,Radial Velocity,,M3.5 V
gj 317 c,,454.49462201,6500.0,0.217,GJ 317,0.402,0.403,3496.0,15.1968,130.2445254,-23.452809,2016.0,Radial Velocity,,M3.5 V
gj 328 b,,797.74930157,3771.0,0.227,GJ 328,0.65,0.63,3897.0,20.5266,133.7819507,1.5420011,2013.0,Radial Velocity,,M0.0
gj 328 c,,21.4,241.8,,GJ 328,0.65,0.63,3897.0,20.5266,133.7819507,1.5420011,2023.0,Radial Velocity,,M0.0
gj 3293 b,,25.72,30.6,0.07,GJ 3293,0.42,0.404,3466.0,20.1903,67.1484425,-25.1713396,2015.0,Radial Velocity,,M2.5
gj 3293 c,,25.72,123.75,0.33,GJ 3293,0.42,0.404,3466.0,20.1903,67.1484425,-25.1713396,2015.0,Radial Velocity,,M2.5
gj 3293 d,,7.6,48.1345,0.12,GJ 3293,0.42,0.404,3466.0,20.1903,67.1484425,-25.1713396,2017.0,Radial Velocity,,M2.5
gj 3293 e,,3.28,13.2543,0.21,GJ 3293,0.42,0.404,3466.0,20.1903,67.1484425,-25.1713396,2017.0,Radial Velocity,,M2.5
gj 3323 b,,2.02,5.3636,0.23,GJ 3323,0.164,0.119,3159.0,5.37484,75.4868824,-6.9485133,2017.0,Radial Velocity,,M4
gj 3323 c,,2.31,40.54,0.17,GJ 3323,0.164,0.119,3159.0,5.37484,75.4868824,-6.9485133,2017.0,Radial Velocity,,M4
gj 3341 b,,6.6,14.207,0.31,GJ 3341,0.47,0.439,3526.0,23.619,78.9471415,-31.2948458,2015.0,Radial Velocity,,M2.5
gj 338 b b,,10.6,24.422,0.109,GJ 338 B,0.64,0.58,4014.0,6.33256,138.5916722,52.6835211,2020.0,Radial Velocity,,M0 V
gj 341 b,0.867887,,7.5768334,,GJ 341,,0.53,3766.0,10.454,140.3993759,-60.2811692,2025.0,Transit,629.0,M
gj 3470 b,4.13050781,,3.33665106329,,GJ 3470,,0.499698,3552.0,29.4214,119.7735021,15.391209,2012.0,Radial Velocity,595.19,M
gj 3473 b,,,1.19800484,,GJ 3473,0.36,0.364,3347.0,27.3644,120.5936065,3.3371629,2020.0,Transit,,M
gj 3473 c,,7.41,15.509,0.0,GJ 3473,0.36,0.364,3347.0,27.3644,120.5936065,3.3371629,2020.0,Radial Velocity,329.1,M
gj 3512 b,,146.51889563,203.109,0.4279,GJ 3512,0.123,0.139,3141.0,9.48637,130.3316616,59.4918364,2019.0,Radial Velocity,,M5.5 V
gj 3512 c,,63.5656814,1599.6,0.0183,GJ 3512,0.123,0.139,3081.0,9.48637,130.3316616,59.4918364,2020.0,Radial Velocity,,M5.5 V
gj 357 b,1.217,1.84,3.93072,,GJ 357,0.342,0.337,3505.0,9.44181,144.0074644,-21.6650634,2019.0,Transit,525.0,M2.5 V
gj 357 c,,3.4,9.1247,,GJ 357,0.342,0.337,3505.0,9.44181,144.0074644,-21.6650634,2019.0,Radial Velocity,401.2,M2.5 V
gj 357 d,,6.1,55.661,,GJ 357,0.342,0.337,3505.0,9.44181,144.0074644,-21.6650634,2019.0,Radial Velocity,219.6,M2.5 V
gj 3634 b,,8.4,2.64561,0.08,GJ 3634,0.45,0.43,,20.3779,164.6433493,-31.1443383,2010.0,Radial Velocity,,M2.5
gj 367 b,0.699,0.633,0.3219225,0.06,GJ 367,0.455,0.458,3522.0,9.41263,146.121464,-45.7790165,2021.0,Transit,1365.0,M1.0 V
gj 367 c,,4.13,11.5301,0.09,GJ 367,0.455,0.458,3522.0,9.41263,146.121464,-45.7790165,2023.0,Radial Velocity,,M1.0 V
gj 367 d,,6.03,34.369,0.14,GJ 367,0.455,0.458,3522.0,9.41263,146.121464,-45.7790165,2023.0,Radial Velocity,,M1.0 V
gj 3779 b,,8.0,3.0232,0.07,GJ 3779,0.27,0.281,3324.0,13.743,200.7335358,24.4639425,2018.0,Radial Velocity,,M4.0 V
gj 3929 b,1.09728674,,2.61627687236,,GJ 3929,,0.325635,3352.0,15.8095,239.5775678,35.4081141,2022.0,Transit,533.23,M
gj 3929 c,,5.71,15.04,0.0,GJ 3929,0.313,0.32,3384.0,15.8095,239.5775678,35.4081141,2022.0,Radial Velocity,317.0,M
gj 393 b,,1.71,7.02679,,GJ 393,0.426,0.426,3579.0,7.03149,157.2288672,0.8378485,2021.0,Radial Velocity,485.0,M2.0 V
gj 3942 b,,7.14,6.905,0.121,GJ 3942,0.63,0.61,3867.0,16.9287,242.2645452,52.9441443,2017.0,Radial Velocity,590.0,M0
gj 3988 b,,3.69,6.9442,0.0,GJ 3988,0.1842,0.19734,3273.0,9.9105,255.8503747,51.4089795,2023.0,Radial Velocity,348.0,M4.5 V
gj 3998 b,,2.47,2.64977,0.0,GJ 3998,0.5,0.49,3722.0,18.1459,259.0020507,11.0561751,2016.0,Radial Velocity,,M1
gj 3998 c,,6.82,13.727,0.0,GJ 3998,0.52,0.5,3726.0,18.1459,259.0020507,11.0561751,2016.0,Radial Velocity,,M
gj 3998 d,,6.07,41.78,0.0,GJ 3998,0.52,0.5,3726.0,18.1459,259.0020507,11.0561751,2025.0,Radial Velocity,,M
gj 411 b,,2.69,12.946,0.12,GJ 411,0.39,0.392,3601.0,5.675773,165.834471,35.972317,2019.0,Radial Velocity,370.1,M1.5 V
gj 422 b,,9.9,26.161,0.05,GJ 422,0.35,,3323.0,12.6631,168.9810458,-57.5425629,2014.0,Radial Velocity,,M3.5 V
gj 4274 b,,2.97,1.6339,,GJ 4274,0.18,0.19,3228.0,7.23556,335.7805478,-17.6104078,2026.0,Radial Velocity,,M4.5 V
gj 4274 c,,8.39,69.57,,GJ 4274,0.18,0.19,3228.0,7.23556,335.7805478,-17.6104078,2026.0,Radial Velocity,,M4.5 V
gj 4276 b,,16.57,13.352,0.37,GJ 4276,0.406,0.407,3387.0,21.3362,336.3221454,59.412503,2019.0,Radial Velocity,,M4.0
gj 433 b,,6.3566,7.3709,0.08,GJ 433,0.59,0.5,3461.0,9.06456,173.8619194,-32.5436302,2013.0,Radial Velocity,,M
gj 433 c,,45.0,3400.0,0.08,GJ 433,0.48,,3472.0,9.06456,173.8619194,-32.5436302,2014.0,Radial Velocity,,M1.5 V
gj 436 b,4.26,23.201,2.6,0.2,GJ 436,,,,9.75321,175.5505363,26.7030669,2004.0,Radial Velocity,650.0,M2.5 V
gj 463 b,,524.09904314,3459.0,0.146,GJ 463,0.486,0.483,3563.0,18.3554,185.7440496,64.0324311,2022.0,Radial Velocity,,M3.0 V
gj 480 b,,13.2,9.567,0.1,GJ 480,0.45,,,14.2358,189.7134226,11.6950708,2020.0,Radial Velocity,,M3.5 Ve
gj 486 b,1.3241394,,1.46711903473,,GJ 486,,0.331472,3297.0,8.07426,191.981531,9.7494181,2021.0,Radial Velocity,639.36,M
gj 508.2 b,,587.98255295,5300.0,0.27,GJ 508.2,0.54,0.53,3720.0,16.6374,200.2443854,34.2776644,2025.0,Radial Velocity,,M1.0 V
gj 514 b,,5.2,140.43,0.45,GJ 514,0.51,0.5,3728.0,7.61778,202.5040424,10.3725387,2022.0,Radial Velocity,202.0,M0.5-1.0 V
gj 536 b,,5.36,8.7076,0.08,GJ 536,0.52,0.5,3685.0,10.4092,210.2597264,-2.6522901,2016.0,Radial Velocity,,M1 V
gj 536 c,,5.89,32.761,0.0,GJ 536,0.528,0.529,3641.0,10.4092,210.2597264,-2.6522901,2025.0,Radial Velocity,290.5,M
gj 581 b,,16.2410316,5.36879,0.02,GJ 581,0.318714,0.315254,3490.39,6.2981,229.8564725,-7.7226935,2005.0,Radial Velocity,,M
gj 581 c,,6.81,12.9211,0.032,GJ 581,0.295,0.302,3500.0,6.2981,229.8564725,-7.7226935,2007.0,Radial Velocity,,M3.0 V
gj 581 e,,1.7,3.149,0.0,GJ 581,0.310747,0.329702,3396.0,6.2981,229.8564725,-7.7226935,2009.0,Radial Velocity,,M
gj 625 b,,2.82,14.628,0.13,GJ 625,0.3,0.31,3499.0,6.47249,246.3557854,54.3033625,2017.0,Radial Velocity,,M2
gj 649 b,,81.99972901,600.1,0.083,GJ 649,0.51,0.5,3734.0,10.3796,254.5363221,25.7419719,2009.0,Radial Velocity,,M1.0
gj 667 c b,,5.661,7.2,0.122,GJ 667 C,,,3650.0,7.24396,259.7510609,-34.9977651,2012.0,Radial Velocity,,M
gj 667 c c,,3.709,28.143,0.133,GJ 667 C,,,3650.0,7.24396,259.7510609,-34.9977651,2013.0,Radial Velocity,,M
gj 667 c e,,2.7,62.24,0.02,GJ 667 C,0.33,,3350.0,7.24396,259.7510609,-34.9977651,2013.0,Radial Velocity,,M1.5 V
gj 667 c f,,2.7,39.026,0.03,GJ 667 C,0.33,,3350.0,7.24396,259.7510609,-34.9977651,2013.0,Radial Velocity,,M1.5 V
gj 667 c g,,4.6,256.2,0.08,GJ 667 C,0.33,,3350.0,7.24396,259.7510609,-34.9977651,2013.0,Radial Velocity,,M1.5 V
gj 674 b,,11.09,4.6938,0.2,GJ 674,0.35,,3600.0,4.54896,262.1700476,-46.8989826,2007.0,Radial Velocity,,M2.5
gj 682 b,,4.4,17.478,0.08,GJ 682,0.27,,3028.0,5.00671,264.2610245,-44.3232519,2014.0,Radial Velocity,,M3.5 V
gj 682 c,,8.7,57.32,0.1,GJ 682,0.27,,3028.0,5.00671,264.2610245,-44.3232519,2014.0,Radial Velocity,,M3.5 V
gj 685 b,,9.0,24.16,0.0,GJ 685,0.55,0.54,3816.0,14.3155,263.8960378,61.6793482,2019.0,Radial Velocity,,M0.5
gj 687 b,,19.0698,38.14,0.04,GJ 687,0.45,0.43,3340.0,4.54939,264.1041731,68.3336741,2014.0,Radial Velocity,,M
gj 720 a b,,13.64,19.466,0.12,GJ 720 A,0.57,0.56,3837.0,15.5575,278.8294172,45.7456038,2021.0,Radial Velocity,401.0,M0.5 V
gj 724 b,,10.75,5.101284,0.577,GJ 724,0.5271,0.52226,3799.0,16.9658,280.238365,-13.3824997,2023.0,Radial Velocity,611.0,M1.0 V
gj 740 b,,2.96,2.37756,0.24,GJ 740,0.58,0.56,3913.0,11.1017,284.4997178,5.902867,2021.0,Radial Velocity,829.0,M1.0 V
gj 806 b,1.67823,,0.9263237,,GJ 806,,0.43,3573.0,12.0445,311.2697002,44.5002351,2023.0,Transit,1162.0,M
gj 806 c,,5.8,6.64064,,GJ 806,0.413,0.4144,3600.0,12.0445,311.2697002,44.5002351,2023.0,Radial Velocity,490.0,M1.5 V
gj 832 b,,254.2627256,3610.0,0.069,GJ 832,0.45,,3472.0,4.96435,323.3912616,-49.0125169,2008.0,Radial Velocity,,M1 V
gj 849 b,,289.21,1845.0,0.05,GJ 849,0.49,,,8.80058,332.4229938,-4.6408317,2006.0,Radial Velocity,,M3 V
gj 849 c,,223.11554171,7068.0,,GJ 849,0.49,,,8.80058,332.4229938,-4.6408317,2014.0,Radial Velocity,,M3.5
gj 876 b,,839.04,61.065,0.031,GJ 876,0.334,,,4.67517,343.3239737,-14.2665958,1998.0,Radial Velocity,,M4 V
gj 876 c,,281.74196543,30.126,0.25,GJ 876,0.336778,0.352224,3271.0,4.67517,343.3239737,-14.2665958,2000.0,Radial Velocity,,M
gj 876 d,,8.06143677,1.938,0.082,GJ 876,0.336778,0.352224,3271.0,4.67517,343.3239737,-14.2665958,2005.0,Radial Velocity,,M
gj 887 b,,4.2,9.262,0.0,GJ 887,0.489,0.4712,3688.0,3.29,346.4668274,-35.8530693,2020.0,Radial Velocity,468.0,M1 V
gj 887 c,,7.6,21.789,,GJ 887,0.489,0.4712,3688.0,3.29,346.4668274,-35.8530693,2020.0,Radial Velocity,352.0,M1 V
gj 887 d,,6.1,50.77,,GJ 887,0.495,0.468,3688.0,3.28679,346.5027573,-35.8473489,2026.0,Radial Velocity,241.0,M1 V
gj 887 e,,1.46,4.4249,,GJ 887,0.495,0.468,3688.0,3.28679,346.5027573,-35.8473489,2026.0,Radial Velocity,544.0,M1 V
gj 896 a b,,718.29219982,284.39,0.35,GJ 896 A,0.43599,,,6.26022,352.9700384,19.9370011,2022.0,Astrometry,,M3.5 V
gj 9066 c,,66.74396547,771.36,0.46,GJ 9066,0.15,0.164,3154.0,4.471,30.0588307,13.0443172,2020.0,Radial Velocity,,M5.0 V
gj 96 b,,19.66,73.94,0.44,GJ 96,0.6,,3785.0,11.9315,35.5624031,47.8802075,2018.0,Radial Velocity,,M2
gj 9689 b,,9.65,18.27,0.29,GJ 9689,0.59,0.57,3836.0,30.6203,303.467731,13.3888921,2020.0,Radial Velocity,453.04,M0.5
gj 9773 b,,172.580825,2965.0,0.218,GJ 9773,0.358,0.362,3528.0,15.9211,333.1502333,8.5503355,2025.0,Radial Velocity,,M3.0 V
gu psc b,14.179,3591.3,,,GU Psc,0.325,,,47.5501,18.146485,17.0650029,2014.0,Imaging,1050.0,M3
gaia-5 b,,6633.07885409,358.62,0.6423,Gaia-5,0.339,0.345,3447.0,41.1813,302.0408173,41.9415455,2025.0,Astrometry,,M
gl 378 b,,13.02,3.822,0.109,Gl 378,0.56,0.56,3879.0,14.9545,150.5865513,48.0824515,2019.0,Radial Velocity,830.0,M1
gl 410 b,,8.4,6.02,,Gl 410,0.55,0.543,3842.0,11.9324,165.6604212,21.9669164,2025.0,Radial Velocity,,M
gl 49 b,,5.63,13.8508,0.363,Gl 49,0.515,0.511,3805.0,9.8528,15.6687321,62.3454386,2019.0,Radial Velocity,,M1.5 V
gl 686 b,,7.1,15.53209,0.0,Gl 686,0.42,0.42,3663.0,8.15728,264.4764878,18.5959509,2018.0,Radial Velocity,379.0,M1
gl 725 a b,,2.78,11.2201,0.0,Gl 725 A,0.33,0.351,3433.0,3.5214,280.6834312,59.638109,2025.0,Radial Velocity,,M3
gliese 12 b,0.958,3.87,12.761408,0.5,Gliese 12,0.2414,0.2617,3296.0,12.21,3.9579137,13.5576175,2024.0,Transit,314.6,M3.0 V
hats-6 b,,,3.32526424,,HATS-6,0.574,0.57,3724.0,169.318,88.1468079,-19.0316268,2015.0,Transit,,M1 V
hats-71 b,,,3.7955195,,HATS-71,0.4861,0.4783,3405.0,140.225,15.5518893,-61.7561333,2020.0,Transit,,M3 V
hats-74 a b,12.02994928,,1.73185293965,,HATS-74 A,,0.615219,3394.0,299.389,171.0147921,-19.5569588,2021.0,Transit,778.12,M
hats-75 b,9.90873894,156.05374784,2.7886556,0.064,HATS-75,0.6017,0.5848,3790.4,194.964,60.9493919,-25.4089214,2021.0,Transit,772.3,M
hats-76 b,11.75690439,,1.94163656751,,HATS-76,,0.633668,3837.0,385.689,70.3397665,-32.3204175,2021.0,Transit,857.33,M
hd 112300 b,,5031.22368281,466.63,0.36,HD 112300,1.4,65.8,3657.0,62.07324,193.8988441,3.3972376,2023.0,Radial Velocity,,M1 III
hd 147379 b,,21.6,86.58,0.063,HD 147379,0.58,,4090.0,10.7643,244.1725686,67.2392041,2017.0,Radial Velocity,,M0.0 V
hd 180617 b,,12.2,105.9,0.16,HD 180617,0.45,0.453,3557.0,5.91059,289.2277322,5.1631615,2018.0,Radial Velocity,,M2.5 V
hd 18438 b,,6674.396547,803.0,0.1,HD 18438,1.84,88.475,3860.0,224.146,46.5318358,79.41858,2023.0,Radial Velocity,,M2.5 III
hd 208527 b,,3146.4,875.5,0.08,HD 208527,1.6,51.1,4035.0,312.202,329.0999413,21.239922,2012.0,Radial Velocity,,M1 III
hd 220074 b,,3527.8,672.1,0.14,HD 220074,1.2,49.7,3935.0,324.54,350.0599827,61.9701062,2012.0,Radial Velocity,,M2 III
hd 238090 b,,6.89,13.671,0.3,HD 238090,0.578,0.57,3933.0,15.2354,183.0886375,54.486153,2020.0,Radial Velocity,469.6,M0.0 V
hd 260655 b,1.27326,,2.7694936,,HD 260655,,0.47,3807.0,10.0055,99.2915429,17.5662696,2022.0,Transit,602.0,M
hd 260655 c,1.89602,,5.7060868,,HD 260655,,0.47,3807.0,10.0055,99.2915429,17.5662696,2022.0,Transit,593.0,M
hd 285968 b,,8.4,8.7836,0.0,HD 285968,0.5,,,9.47045,70.7353853,18.953358,2008.0,Radial Velocity,450.0,M2 V
hd 36384 b,,2097.6674862,490.0,0.2,HD 36384,1.14,38.4,3940.0,209.309,84.9319998,75.0439884,2023.0,Radial Velocity,,M0 III
hd 41004 b b,,5838.29,1.3283,0.081,HD 41004 B,0.4,,,41.5504,89.9565956,-48.2394114,2003.0,Radial Velocity,,M2 V
hd 6860 b,,8981.83078182,663.87,0.28,HD 6860,2.49,86.4,3802.0,61.12469,17.432979,35.620499,2023.0,Radial Velocity,,M0 III
hd 95735 c,,18.7,2801.0,0.09,GJ 411,,,3601.0,5.675773,165.834471,35.972317,2021.0,Radial Velocity,,M
hip 107772 b,,12.9,55.199,0.18,HIP 107772,0.63,,,23.6434,327.4977057,-41.2440371,2020.0,Radial Velocity,,M0 V
hip 38594 b,,8.1,60.722,0.17,HIP 38594,0.61,,,17.7886,118.5439118,-25.3023073,2020.0,Radial Velocity,,M0
hip 38594 c,,48.4,3477.768,0.16,HIP 38594,0.61,,,17.7886,118.5439118,-25.3023073,2020.0,Radial Velocity,,M0
hip 48714 b,,22.9,17.818,0.5,HIP 48714,0.58,,,10.5298,149.0332672,62.7859505,2020.0,Radial Velocity,,M0.5 Ve
hip 71135 b,,18.8,87.19,0.21,HIP 71135,0.66,,4146.0,32.3311,218.2158073,-52.6464757,2019.0,Radial Velocity,,M1
