pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype,star_metallicity,star_gaia_magnitude
toi-762 a b,8.02723405,,3.47168080203,,TOI-762 A,,0.426785,3399.0,98.4458,166.0747423,-47.8214964,2024.0,Transit,517.89,,,14.9535
toi-763 b,2.4097088,,5.60577479919,,TOI-763,,0.906761,5767.0,95.1274,194.468098,-39.7580613,2020.0,Transit,937.98,,,9.99915
toi-763 c,2.63,9.32,12.2737,0.04,TOI-763,0.917,0.897,5450.0,95.1274,194.468098,-39.7580613,2020.0,Transit,800.0,G,0.01,9.99915
toi-771 b,1.422,,2.326021,,TOI-771,0.22,0.242,3201.0,25.2788,164.1138903,-72.9851736,2024.0,Transit,527.19,,0.12,13.3671
toi-771 c,,2.87,7.61,0.065,TOI-771,0.22,0.232,3370.0,25.2788,164.1138903,-72.9851736,2025.0,Radial Velocity,365.0,M3,-0.13,13.3671
toi-776 b,,,8.24663,0.06,TOI-776,0.544,0.538,3709.0,27.1701,178.577997,-37.5533568,2020.0,Transit,,M1 V,-0.2,10.7409
toi-776 c,2.047,6.9,15.665323,0.089,TOI-776,0.542,0.547,3725.0,27.1701,178.577997,-37.5533568,2020.0,Transit,420.0,,-0.21,10.7409
toi-778 b,15.2453,,4.6336155,,TOI-778,,1.68,6780.0,161.743,199.3338503,-15.2737046,2023.0,Transit,1450.0,,,8.99436
toi-782 b,2.734,19.1,8.0240015,0.19,TOI-782,0.397,0.413,3370.0,52.5122,183.9203614,-18.9103377,2024.0,Transit,435.0,,0.34,13.5645
toi-784 b,1.93,9.67,2.7970365,0.0,HD 307842,0.91,0.907,5558.0,64.5997,159.3412205,-63.6556923,2023.0,Transit,,G,-0.13,9.23501
toi-799 b,2.06631784,,5.54519139676,,TOI-799,,0.915519,5662.81,158.526,98.4691249,-52.4602958,2026.0,Transit,,,,11.0556
toi-808 b,2.26963072,,9.73940894242,,TOI-808,,0.833198,5216.0,98.1848,133.7485497,-44.2886304,2026.0,Transit,710.98,,,10.6033
toi-813 b,6.71,,83.8911,0.0,TOI-813,1.32,1.94,5907.0,263.145,72.6940102,-60.9054608,2020.0,Transit,610.0,G0 IV,0.1,10.2352
toi-815 b,2.94,7.6,11.197259,0.2,TOI-815,0.776,0.77,4869.0,59.7117,155.8719377,-43.8349248,2024.0,Transit,686.0,K3 V,-0.09,9.93978
toi-815 c,2.1838,,734.4987702,,TOI-815,,0.76,4953.9,59.7117,155.8719377,-43.8349248,2024.0,Transit,483.0,,,9.93978
toi-824 b,,,1.39298,,TOI-824,0.71,0.695,4600.0,63.9262,222.1654705,-57.5888666,2020.0,Transit,,K4 V,-0.092,10.7616
toi-833 b,1.38903099,,1.04188900271,,TOI-833,,0.603336,3965.0,41.7148,145.645472,-62.4758857,2022.0,Transit,1033.92,,,11.075
toi-836 b,1.704,4.53,3.81673,0.053,TOI-836,0.678,0.665,4552.0,27.5024,225.0798831,-24.4542022,2023.0,Transit,871.0,K V,-0.284,9.40475
toi-836.01,2.73,,8.59,,TOI-836,0.66,0.691028,4250.0,27.5024,225.0798831,-24.4542022,2021.0,Transit,,,,9.40475
toi-837 b,9.16894621,120.45696625,8.3249113,,TOI-837,1.142,1.052,5995.0,142.488,157.0372806,-64.5052107,2020.0,Transit,995.3,F9/G0,0.01,10.356
toi-849 b,3.54139,,0.76566,,TOI-849,,0.92,5311.0,225.734,28.7157956,-29.4217086,2020.0,Transit,1932.0,,,12.0645
toi-858 b b,14.06727078,349.6112477,3.2797178,0.15,TOI-858 B,1.081,1.308,5842.0,250.489,60.1998256,-54.5929177,2023.0,Transit,1529.0,G0,0.153,11.0695
toi-871 b,1.68663141,,14.36273803273,,TOI-871,,0.732189,4939.0,68.0473,74.7376264,-50.6274153,2024.0,Transit,565.31,,,10.3452
toi-880 c,4.95,,6.3872703,,TOI-880,0.87,0.83,5050.0,60.6679,94.1644734,-13.987337,2025.0,Transit,805.0,K,0.23,9.83708
toi-880.02,2.7779229,,2.5735943,,TOI-880,0.805415,0.816999,4935.0,60.6679,94.1644734,-13.987337,2024.0,Transit,1162.97,,,9.83708
toi-883 b,7.17665,,10.0577297,,TOI-883,,1.01,5651.0,102.637,103.3690609,-6.5078349,2026.0,Transit,861.0,,,9.82787
toi-892 b,11.99363,301.9385,10.62656,0.125,TOI-892,1.28,1.39,6261.0,340.543,86.738228,-11.2353401,2020.0,Transit,1397.0,F,0.24,11.3435
toi-904 b,2.426,,10.8772,,TOI-904,0.557,0.527,3770.2,46.0891,89.3712733,-83.1297264,2023.0,Transit,429.43,,0.022,11.8559
toi-904 c,2.3408341,,83.99939906877,,TOI-904,,0.532439,3992.0,46.0891,89.3712733,-83.1297264,2023.0,Transit,219.12,,,11.8559
toi-905 b,,,3.739493,,TOI-905,0.968,0.918,5570.0,158.649,227.6586754,-71.3616316,2020.0,Transit,,,0.14,11.0813
toi-907.01,9.6158851,,4.5849129,,TOI-907,1.069357,2.059789,6272.0,312.529,262.1834072,-62.840383,2024.0,Transit,1846.6,,,10.3273
toi-908 b,3.10801631,,3.18377891634,,TOI-908,,1.05236,5500.0,175.748,53.1594266,-81.250745,2023.0,Transit,1217.65,,,11.1061
toi-912 b,2.25248677,,4.67805901868,,TOI-912,,0.426465,3566.0,26.1072,229.3285665,-80.4733446,2025.0,Transit,495.23,,,11.6502
toi-913 b,2.4528,,11.098644,,TOI-913,0.82,0.7325,4969.0,65.1769,234.5723244,-80.8034265,2023.0,Transit,712.01,,-0.133,10.1919
toi-921 b,3.37636094,,5.12872650603,,TOI-921,,1.14,6055.5,294.015,99.6742038,-56.2205396,2026.0,Transit,951.0,,,11.6335
toi-929 b,2.68983343,,5.83015366944,,TOI-929,,0.717414,4457.16,114.421,45.9071657,-39.9307758,2026.0,Transit,,,,12.1394
toi-938 b,4.82401567,,8.80733882211,,TOI-938,,0.985134,5829.42,215.034,63.0323442,-12.1188357,2026.0,Transit,,,,11.2586
toi-941 b,6.51165317,,8.51460888787,,TOI-941,,1.1849,5745.88,263.386,78.3005249,6.5459146,2026.0,Transit,,,,11.44
toi-942 b,3.52025,,4.32765,,TOI-942,,0.91,4945.0,152.601,76.6496172,-20.2456126,2020.0,Transit,1120.0,,,11.6346
toi-942 c,5.79,794.575,10.15643,0.0,TOI-942,0.788,1.022,4928.0,152.601,76.6496172,-20.2456126,2020.0,Transit,,,-0.221,11.6346
toi-954 b,,,3.6849729,,TOI-954,1.201,1.892,5710.0,238.768,61.9410587,-25.2088028,2020.0,Transit,,,0.215,10.2321
toi-969 b,2.765,9.1,1.8237305,,TOI-969,0.734,0.671,4435.0,77.2554,115.1366858,2.0985879,2022.0,Transit,941.0,K V,0.175,11.2667
toi-969 c,,3591.4609991,1700.0,0.628,TOI-969,0.734,0.671,4435.0,77.2554,115.1366858,2.0985879,2022.0,Radial Velocity,96.4,K V,0.175,11.2667
trappist-1 b,1.116,1.374,1.510826,,TRAPPIST-1,0.0898,0.1192,2566.0,,346.6263919,-5.0434618,2016.0,Transit,,,,15.6451
trappist-1 c,,,2.4219371,0.0,TRAPPIST-1,0.0898,0.1192,2566.0,,346.6263919,-5.0434618,2016.0,Transit,,,,15.6451
trappist-1 d,,,4.04978035,,TRAPPIST-1,0.0898,0.1234,2520.0,,346.6263919,-5.0434618,2016.0,Transit,286.2,,0.0535,15.6451
trappist-1 e,0.918,0.62,6.099615,0.085,TRAPPIST-1,0.0802,0.117,2559.0,,346.6263919,-5.0434618,2017.0,Transit,251.3,,0.04,15.6451
trappist-1 f,1.045,0.68,9.20669,0.063,TRAPPIST-1,0.0802,0.117,2559.0,,346.6263919,-5.0434618,2017.0,Transit,219.0,,0.04,15.6451
trappist-1 g,1.148,1.148,,0.00208,TRAPPIST-1,0.089,,,,346.6263919,-5.0434618,2017.0,Transit,,,,15.6451
trappist-1 h,0.773,0.331,,0.00567,TRAPPIST-1,0.089,,,,346.6263919,-5.0434618,2017.0,Transit,,,,15.6451
twa 7 b,,108.06165838,,,TWA 7,0.46,,,33.9958,160.6248102,-33.6712596,2025.0,Imaging,316.0,,,10.6193
tyc 0434-04538-1 b,,1938.763,193.2,0.08,TYC 0434-04538-1,1.04,9.99,4679.0,613.422,271.3396528,2.0622774,2021.0,Radial Velocity,,,-0.38,9.92369
tyc 1422-614-1 b,,794.5,198.4,0.06,TYC 1422-614-1,1.15,6.85,4806.0,672.41,154.2777769,19.5584068,2014.0,Radial Velocity,,,-0.2,9.91329
tyc 1422-614-1 c,,3178.0,559.3,0.048,TYC 1422-614-1,1.15,6.85,4806.0,672.41,154.2777769,19.5584068,2014.0,Radial Velocity,,,-0.2,9.91329
tyc 2187-512-1 b,,104.88337431,691.9,0.05,TYC 2187-512-1,0.498,0.495,3734.0,15.4744,320.5266829,22.9319351,2022.0,Radial Velocity,,M1.0 V,0.08,9.77026
tyc 3318-01333-1 b,,1086.9786,562.0,0.098,TYC 3318-01333-1,1.19,5.9,4776.0,490.61,45.5825716,49.7441421,2018.0,Radial Velocity,,,-0.06,9.4629
tyc 3667-1280-1 b,,1716.282,26.468,0.036,TYC 3667-1280-1,1.87,6.26,5130.0,477.516,12.8875757,58.4261485,2016.0,Radial Velocity,1350.0,,-0.08,9.42321
tyc 4282-00605-1 b,,3426.2074,101.54,0.28,TYC 4282-00605-1,0.97,16.21,4300.0,464.128,343.8721029,62.2391907,2017.0,Radial Velocity,,,-0.07,9.90946
tyc 8998-760-1 b,,4449.62,,,TYC 8998-760-1,1.0,,4573.0,94.6177,201.3001096,-64.9391566,2020.0,Imaging,,K3 IV,,10.6505
tyc 8998-760-1 c,12.3299,1906.98,,,TYC 8998-760-1,1.0,,,94.6177,201.3001096,-64.9391566,2020.0,Imaging,1240.0,,,10.6505
teegarden's star b,,1.05,4.91,0.0,Teegarden's Star,0.089,0.107,2904.0,3.83078,43.2691449,16.8649024,2019.0,Radial Velocity,,M7.0 V,-0.19,12.2746
teegarden's star c,,1.05,11.416,0.04,Teegarden's Star,0.097,0.12,3034.0,3.83078,43.2691449,16.8649024,2019.0,Radial Velocity,209.0,,-0.11,12.2746
teegarden's star d,,0.82,26.13,0.07,Teegarden's Star,0.097,0.12,3034.0,3.83078,43.2691449,16.8649024,2024.0,Radial Velocity,159.0,,-0.11,12.2746
tres-1 b,12.66617,266.9772,3.03007,0.0,TrES-1,1.04,0.85,5230.0,159.658,286.0408755,36.632536,2004.0,Transit,,,0.02,11.5565
tres-2 b,13.327501,,2.4706133738,,TrES-2,,0.963,,215.32,286.8085258,49.3164211,2006.0,Transit,1455.0,,,11.2819
tres-3 b,16.75888299,,1.3061880169,,TrES-3,,0.820181,5489.0,231.337,268.0291106,37.5463268,2007.0,Transit,1443.29,,,12.1995
tres-4 b,,,3.55392921,,TrES-4,,,,515.98,268.3043361,37.2117397,2007.0,Transit,,,,11.4731
tres-5 b,13.552,565.078,1.4822446,0.0,TrES-5,0.893,0.866,5171.0,360.313,305.2219454,59.4489033,2011.0,Transit,,,,13.4599
ucac3 113-933 b,,6674.396547,,,UCAC3 113-933,0.61,,,52.5829,5.2758121,-33.8031679,2024.0,Imaging,,M0,-0.95,11.8242
ucac4 328-061594 b,,6674.396547,,,UCAC4 328-061594,1.19,,,39.9089,152.6991091,-24.4532674,2024.0,Imaging,,DC,,15.212
ukirt-2017-blg-001l b,,407.0,,,UKIRT-2017-BLG-001L,0.81,,,6300.0,266.654083,-29.2113609,2018.0,Microlensing,,,,
usco ctio 108 b,,4449.62,,,USco CTIO 108,0.06,,2700.0,144.019,241.4752653,-18.3124167,2008.0,Imaging,,M7,,17.4229
usco1556 b,,4767.45,,,USco1556 A,0.33,,3410.0,140.635,239.1037198,-25.6890476,2019.0,Imaging,2240.0,M3.0 V,,14.3099
usco1621 b,,5085.28,,,USco1621 A,0.36,,3460.0,137.901,245.3730855,-25.4954265,2019.0,Imaging,2270.0,M2.5 V,,14.1769
uz for b,,2002.2,5840.0,0.04,UZ For,0.7,,,,53.8694682,-25.7393857,2011.0,Eclipse Timing Variations,,,,16.6937
uz for c,,2447.2,1916.25,0.05,UZ For,0.7,,,,53.8694682,-25.7393857,2011.0,Eclipse Timing Variations,,,,16.6937
v0391 peg b,,1017.056,1170.0,0.0,V0391 Peg,0.5,0.23,29300.0,1195.98,331.0504119,26.4188227,2007.0,Pulsation Timing Variations,,,,14.5897
v1298 tau b,,,24.141341,,V1298 Tau,1.135,1.407,,108.199,61.331654,20.1570318,2019.0,Transit,,,,10.0702
v1298 tau c,5.59,,8.24958,0.43,V1298 Tau,1.101,1.345,,108.199,61.331654,20.1570318,2019.0,Transit,968.0,,,10.0702
v1298 tau d,6.53,6.0,12.401394,0.0087,V1298 Tau,1.1,1.32,4970.0,108.199,61.331654,20.1570318,2019.0,Transit,831.0,,,10.0702
v1298 tau e,8.74,,60.0,0.57,V1298 Tau,1.101,1.345,,108.199,61.331654,20.1570318,2019.0,Transit,492.0,,,10.0702
v2376 ori b,87.20586985,6356.56814,,,V2376 Ori,0.45,,,,83.839818,-5.3515552,2025.0,Imaging,2100.0,M,,16.5491
v830 tau b,,222.481,4.927,,V830 Tau,1.0,2.0,4250.0,130.111,68.2918259,24.5619241,2016.0,Radial Velocity,,,,11.6928
vhs j125601.92-125723.9 b,14.57167491,3813.940884,5800000.0,0.68,VHS J125601.92-125723.9,,,,,194.008964,-12.956031,2015.0,Imaging,1153.0,,,
wasp-1 b,17.70019319,,2.5199145567,,WASP-1,,1.56419,6116.0,393.072,5.1669536,31.9899732,2007.0,Transit,1730.94,,,11.5349
wasp-10 b,12.3,1017.0,3.1,0.0,WASP-10,,,4700.0,140.998,348.9930457,31.4627508,2008.0,Transit,950.0,K5 V,,12.1739
wasp-100 b,16.0782163,,2.84938272598,,WASP-100,,1.77,6900.0,364.411,68.9598159,-64.027039,2014.0,Transit,2399.47,,,10.6151
wasp-101 b,,,,,WASP-101,,,,201.224,98.3511016,-23.486086,2014.0,Transit,,,,10.138
wasp-102 b,14.9972,,2.709631,,WASP-102,,1.47,5838.0,535.689,336.4643016,15.8566392,2025.0,Transit,1582.0,,,12.562
wasp-103 b,,,0.92554542,,WASP-103,,,,375.647,249.3148604,7.1833758,2014.0,Transit,,,,12.1931
wasp-104 b,,,1.75540644,,WASP-104,,,,185.932,160.6023689,7.4350768,2014.0,Transit,,,,11.5931
wasp-105 b,15.0953,,7.8728936787,,WASP-105,,1.26,5070.0,169.272,24.1678686,-50.659308,2017.0,Transit,916.21,,,11.8445
wasp-106 b,,,9.2897065,,WASP-106,,,,352.181,166.4296276,-5.0794854,2014.0,Transit,,,,11.3659
wasp-107 b,,,5.72148926,,WASP-107,0.69,0.66,4430.0,64.7414,188.3864277,-10.1462141,2017.0,Transit,,K6,0.02,11.174
wasp-107 c,,,1088.0,0.28,WASP-107,,0.67,4425.0,64.7414,188.3864277,-10.1462141,2020.0,Radial Velocity,,K6,,11.174
wasp-108 b,14.39233122,283.50293904,2.676,0.0,WASP-108,1.167,1.215,6000.0,258.777,195.8281644,-49.6397727,2020.0,Transit,1590.0,,,11.1081
wasp-11 b,,,3.72247919,,WASP-11,0.77,0.74,4800.0,124.73,47.3689472,30.6733817,2008.0,Transit,,,0.0,11.5535
wasp-110 b,13.19297028,154.78243421,3.7784022,,WASP-110,0.814,0.853,5392.0,274.96,305.8724366,-44.0587001,2021.0,Transit,1158.0,,-0.15,12.5517
wasp-113 b,16.47720163,,,,WASP-113,,,,435.156,224.8728589,46.9600996,2016.0,Transit,1460.0,G1,,11.6041
wasp-114 b,,,1.5487752,,WASP-114,1.289,1.43,5940.0,523.337,327.6656953,10.4629385,2016.0,Transit,,G0,0.14,12.5227
wasp-116 b,13.67495645,203.41018048,6.6132,0.0,WASP-116,1.25,1.426,6250.0,559.243,35.2157609,-1.8260419,2025.0,Transit,1414.0,,0.0,12.2577
wasp-117 b,11.444,87.5585,10.02165,0.302,WASP-117,1.129,1.17,6038.0,157.963,36.7758112,-50.2844247,2014.0,Transit,1001.0,F9,-0.11,10.0269
wasp-118 b,16.14096,163.36462,4.0460435,0.0,WASP-118,1.32,1.696,6410.0,376.658,19.5505861,2.7027847,2016.0,Transit,1729.0,F6,0.16,10.9196
wasp-119 b,,,2.4998048,,WASP-119,1.0,1.13732,5650.0,302.448,55.9336392,-65.19378,2016.0,Transit,,,,12.1014
wasp-12 b,20.389171,448.1403,1.0914199,0.0,WASP-12,1.35,1.57,6300.0,427.246,97.636645,29.6722662,2008.0,Transit,2601.0,,0.3,11.4999
wasp-120 b,,,3.6112686,,WASP-120,1.393,1.87,6450.0,381.174,62.6160813,-45.8982434,2016.0,Transit,,F5,-0.05,10.8989
wasp-121 b,20.904785,375.99289,1.2749255,0.0,WASP-121,1.353,1.458,6459.0,269.898,107.6002312,-39.0972705,2016.0,Transit,2358.0,F6 V,0.13,10.3746
wasp-123 b,15.13212395,,,,WASP-123,,,,197.996,289.4792124,-32.8601244,2016.0,Transit,1500.0,G5,,10.8999
wasp-124 b,13.89916,190.698,3.37265,0.017,WASP-124,1.07,1.02,6050.0,448.637,332.7143373,-30.7497189,2016.0,Transit,1400.0,F9,-0.02,12.5754
wasp-126 b,,,3.288787,,WASP-126,,,,216.526,63.374706,-69.2265926,2016.0,Transit,,,,11.0665
wasp-126 c,,64.2,7.63,0.05,WASP-126,1.12,1.27,5800.0,216.526,63.374706,-69.2265926,2019.0,Transit Timing Variations,,,,11.0665
wasp-127 b,,,4.17806513,,WASP-127,1.08,1.39,5620.0,159.507,160.5587646,-3.8349989,2016.0,Transit,,,-0.18,10.054
wasp-129 b,,,5.74813571,,WASP-129,1.0,0.9,5900.0,301.462,176.2990518,-42.0639575,2016.0,Transit,,G1,0.15,11.8127
wasp-13 b,16.2509,,4.3532339,,WASP-13,,1.59,5914.0,227.537,140.1029654,33.8823291,2009.0,Transit,1388.0,,,10.38
